Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Paara Helin,,0,3,0,0,1,0,0
Paatola Perttu,,0,1,0,0,0,0,0
Pablo Chuck,,0,1,0,0,1,0,0
Pablo John,BRA,0,1,0,0,1,0,0
Pacarro Shane,BRA,0,1,0,0,1,0,0
Pacatiw Jeremy,BRA,1,1,0,0,0,0,0
Pace Nick,USA,7,3,0,1,0,4,0
Pace Will,USA,0,1,0,0,0,0,1
Pacheco Angel,USA,0,1,0,0,0,0,0
Pacheco Camrann,USA,1,1,0,0,0,0,1
Pacheco Christian,USA,0,1,0,0,0,0,1
Pacheco David,USA,1,0,0,1,0,0,0
Pacheco Fabio,USA,0,1,0,0,1,0,0
Pacheco Joe,USA,7,3,0,1,0,4,2
Pacheco Jose,USA,0,5,0,0,1,0,2
Pacheco Larissa,BRA,,,,6,1,8,1
Pacheco Laura Goncalves,BRA,0,1,0,0,0,0,1
Pacheco Orlando,MEX,1,0,0,0,0,0,0
Pacheco Tyler,MEX,0,1,0,0,1,0,0
Pacheco de Jesus Andre,BRA,0,1,0,0,1,0,0
Pachu Eduardo,BRA,0,4,0,0,2,0,1
Pacio Joshua,PHI,,,,7,0,9,2
Pack Ivan,PHI,0,1,0,0,1,0,0
Packalen Teemu,FIN,8,3,0,2,2,6,0
Pacurariu George,FIN,,,,2,2,5,1
Paczek Piotr,FIN,0,1,0,0,1,0,0
Paczkow Robert,FIN,1,0,0,0,0,1,0
Padavia Isamael,FRA,0,1,0,0,0,0,0
Padeken Auggie,FRA,0,1,0,0,0,0,0
Padeken Cheyanne,FRA,0,1,0,0,0,0,1
Padilha Cyrillo,FRA,1,1,0,0,0,0,0
Padilha da Silva Danilo,BRA,0,2,0,0,1,0,0
Padilla Adam,BRA,0,3,0,0,2,0,1
Padilla Chris,USA,9,4,0,4,1,3,2
Padilla David,USA,0,2,0,0,0,0,2
Padilla Fernando,MEX,,,,4,0,8,0
Padilla Gary,USA,1,3,0,1,0,0,0
Padilla Kaleo,USA,0,2,0,0,1,0,1
Padilla Severo,USA,0,1,0,0,1,0,0
Padilla Sheila,USA,2,1,0,0,1,0,0
Padmi Putri,INA,0,1,0,0,0,0,0
Padure Constantin,INA,0,2,0,0,1,0,1
Paes Erica,INA,1,1,0,0,0,1,0
Paes Leandro,BRA,0,3,0,0,1,0,2
Paes Nelson,BRA,0,1,0,0,0,0,1
Paez Ruben,BRA,0,1,0,0,0,0,0
Paffrath Caleb,BRA,0,1,0,0,0,0,1
Pagano Mike,BRA,0,1,0,0,1,0,0
Page Chris,BRA,0,2,0,0,1,0,1
Page Damacio,USA,,,,,,8,8
Page Michael,ENG,,,,,,3,0
Page Nick,ENG,0,1,0,0,0,0,0
Pagliaro Anthony,ENG,0,1,0,0,0,0,1
Paglinawan Ryan,ENG,0,1,0,0,1,0,0
Pagtakhan Dino,ENG,0,1,0,0,0,0,1
Pague Dustin,USA,,,,3,4,8,2
Pahan Cody,USA,0,1,0,0,0,0,1
Paholm Nisse,USA,0,1,0,0,0,0,1
Pahrudinov Aziz,USA,0,1,1,0,0,0,0
Pai de Santo Messias,USA,0,3,0,0,2,0,1
Paico Jorge Luis,PER,1,1,0,0,0,0,1
Paiffer Bruna,PER,0,2,0,0,0,0,1
Paige Harry,PER,0,1,0,0,1,0,0
Paige Ray,PER,0,1,0,0,0,0,1
Paige Spencer,PER,0,2,0,0,1,0,0
Paige Tyrone,USA,0,4,0,0,0,0,3
Paine John,USA,0,1,0,0,1,0,0
Painter Jason,USA,0,1,0,0,0,0,0
Painter Ryan,USA,0,1,0,0,0,0,0
Paisedes Diego,USA,0,1,0,0,0,0,1
Paitoon Jaikom,USA,0,1,0,0,0,0,1
Paiva Alysson,USA,0,1,0,0,0,0,0
Paiva Diego,USA,0,1,0,0,0,0,1
Paiva Dinis,USA,,,,7,0,2,4
Paiva Geraldo,USA,0,2,0,0,2,0,0
Paiva Josh,USA,9,3,0,2,0,6,0
Paiva Raulian,BRA,,,,4,2,3,1
Paiva Samuel,BRA,0,1,0,0,0,0,1
Paiva Willyanedson,BRA,0,2,0,0,0,0,2
Paivinen Kari,BRA,0,2,0,0,0,0,2
Paixao Alvaro,BRA,0,1,0,0,0,0,1
Paixao Arilson,BRA,0,1,0,0,1,0,0
Paixao Fredson,BRA,4,5,0,0,1,1,0
Paixao Mauro,BRA,0,1,0,0,0,0,1
Pajic Julija,GER,3,2,0,2,2,1,0
Pak Valeria,RUS,0,1,0,0,0,0,1
Pakhrutdinov Ullubiy,RUS,0,1,0,0,0,0,1
Pakoto Igor,RUS,0,0,0,0,0,0,0
Pakutinskas Tomas,LTU,0,1,0,0,0,0,1
Pal Ana Maria,ROM,0,2,0,0,0,0,2
Pala Giacomo,ROM,0,1,0,0,1,0,0
Palacio Van Michael,ROM,0,1,0,0,1,0,0
Palacios Jason,ROM,1,4,0,0,0,1,2
Palacios Jose,ROM,1,2,0,0,0,0,1
Palacios Ricky,USA,,,,6,0,0,1
Palacios Robert,USA,0,2,0,0,1,0,1
Palaiologos Ioannis,USA,0,2,0,0,1,0,1
Palamar Roman,GER,0,1,0,0,1,0,0
Palaszewski Bart,USA,,,,,,,
Palatnikov Sasha,HKG,6,4,0,3,2,0,2
Palau Diego,HKG,0,1,0,0,0,0,1
Palbykin Mark,USA,1,0,0,0,0,0,0
Palchenkov Vladimir,USA,0,1,0,0,0,0,0
Palebi Marco,USA,0,1,0,0,0,0,1
Palec Jason,USA,0,1,0,0,0,0,0
Paleka Martonio,USA,0,1,0,0,1,0,0
Palelei Soa,AUS,,,,,,4,1
Palencia Kelii,AUS,0,1,0,0,0,0,0
Palencia Richard,USA,,,,0,0,3,0
Palhano Luciano,USA,0,1,0,0,0,0,0
Palhares Rick,USA,0,1,0,0,1,0,0
Palhares Rousimar,BRA,,,,1,7,,
Palhares Tulio,BRA,1,2,0,1,1,0,0
Palheta Duarte Jr. Sozinaldo,BRA,0,1,0,0,1,0,0
Paliunis Ramunas,LTU,0,2,0,0,2,0,0
Paliy Vladimir,LTU,0,1,0,0,0,0,1
Pallai Tomas,LTU,0,1,0,0,0,0,1
Pallett Bobby,LTU,5,1,0,3,0,1,0
Palling Stephen,LTU,3,5,0,2,2,1,3
Pallone Vinny,LTU,0,1,0,0,1,0,0
Palm Joar,SWE,1,0,0,0,0,1,0
Palm Pedro,SWE,0,1,0,0,1,0,0
Palma Claudio,SWE,0,1,0,0,0,0,1
