Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Ubaidulaev Arsen,,2,4,0,0,1,2,1
Ubirajara Matheus,,0,1,0,0,0,0,0
Ucar Attila,AUT,1,0,1,0,0,1,0
Ucar Sado,TUR,1,1,0,0,0,0,1
Uchida Yuta,TUR,0,1,0,0,0,0,1
Uchimura Yojiro,JPN,0,3,1,0,1,0,1
Uda Alberto,BRA,9,3,0,4,1,4,2
Udalova Kristina,BRA,0,0,0,0,0,0,0
Uddin Amir,BRA,0,2,0,0,2,0,0
Udod Oleg,BRA,0,1,0,0,0,0,0
Ueda Atsushi,BRA,0,1,0,0,0,0,1
Ueda Mao,BRA,0,1,0,0,1,0,0
Ueda Masakatsu,JPN,,,,2,0,6,2
Ueda Masatatsu,JPN,0,0,1,0,0,0,0
Ueda Yutaka,JPN,1,2,0,0,2,0,0
Uehara Yusuke,JPN,1,0,0,0,0,1,0
Uehata Tetsuo,JPN,1,1,0,0,0,1,1
Uejima Yuki,JPN,0,2,1,0,1,0,1
Uematsu Naoya,JPN,1,4,0,0,3,1,0
Ueno Toji,JPN,0,1,0,0,0,0,1
Uesako Hiroto,JPN,,,,,,1,2
Ueyama Ryuki,JPN,0,5,0,0,1,0,1
Uflacker Christian,JPN,2,0,0,0,0,0,0
Ugajin Takahiro,JPN,0,1,0,0,0,0,1
Uhde Matt,USA,1,2,0,1,1,0,1
Uhlir Alexander,USA,0,2,0,0,2,0,0
Uhrich Andy,USA,,,,4,3,2,2
Uitto Olli Jaakko,USA,0,1,0,0,0,0,0
Ukelli Fitim,USA,0,1,0,0,0,0,0
Uker Ben,USA,1,2,0,0,1,1,1
Ul-Hasan Saad,USA,0,1,0,0,0,0,1
Ulanbekov Tagir,RUS,,,,2,0,6,0
Ulberg Carlos,NZL,5,1,0,3,1,1,0
Ulenurm Lauri,NZL,0,1,0,0,0,0,1
Ulich Vitaly,BLR,0,2,0,0,0,0,0
Ulisses Marcia,BLR,0,1,0,0,0,0,0
Ulloa John,BLR,0,1,0,0,0,0,1
Ulmer Corey,USA,1,1,0,1,0,0,0
Ulrich Matt,USA,0,1,0,0,1,0,0
Ulroan Aaron,USA,0,3,0,0,2,0,1
Ulsamer Philipp,USA,0,0,1,0,0,0,0
Uluilakepa Taki,USA,1,3,0,0,1,0,2
Ulukbekov Erlan,USA,0,1,1,0,0,0,1
Ulyanchenko Ivan,USA,0,1,0,0,1,0,0
Umaev Muslim,USA,0,1,0,0,0,0,0
Umalatov Gasan,RUS,,,,4,0,7,1
Umalatov Magomed,RUS,,,,9,0,1,0
Umana Javier,RUS,0,1,0,0,0,0,1
Umana Javier Munoz,RUS,0,1,0,0,0,0,0
Umana Robert,RUS,0,1,0,0,0,0,1
Umar Waqar,RUS,0,1,0,0,1,0,0
Umarov Isa,RUS,1,2,0,0,2,0,0
Umarov Magomed,RUS,0,3,0,0,1,0,0
Umarov Yusup,RUS,0,2,0,0,1,0,1
Umarzoda Azamat,RUS,0,1,0,0,0,0,1
Umbetov Askar,KAZ,0,2,0,0,0,0,2
Umeda Kosuke,KAZ,1,3,0,1,2,0,0
Umehara Takashi,KAZ,0,1,0,0,0,0,0
Umeki Yoshinori,KAZ,,,,,,,
Umezawa Tomoharu,JPN,1,0,0,0,0,0,0
Umiev Zelimkhan,RUS,1,0,0,1,0,0,0
Umphries Jeremy,RUS,2,0,0,0,0,1,0
Umrikhin Alexander,RUS,0,1,0,0,1,0,0
Underhill Cameron,USA,0,1,0,0,0,0,1
Underwood Bo,USA,0,1,0,0,0,0,0
Underwood Chris,USA,1,0,0,0,0,1,0
Underwood Jake,USA,1,0,0,0,0,1,0
Underwood Zach,USA,1,4,0,0,1,0,0
Unezhev Asker,USA,0,2,0,0,1,0,1
Uno Caol,JPN,,,,2,7,,
Untalan Elliott,JPN,1,0,0,0,0,1,0
Uoi Mamoru,JPN,0,1,0,0,0,0,1
Uozumi Ryota,JPN,0,0,0,0,0,0,0
Uprichard Mark,JPN,1,0,0,1,0,0,0
Upshur James,JPN,0,0,0,0,0,0,0
Upton Patrick,JPN,0,1,0,0,1,0,0
Upton-Greer Damon,AUS,0,1,0,0,1,0,0
Ura Kengo,AUS,1,6,0,1,2,0,1
Urakov Shavkat,AUS,0,2,0,0,0,0,2
Urano Takayuki,AUS,0,1,0,0,0,0,1
Urayama Yasuro,JPN,0,1,0,0,0,0,1
Urban Andrew,JPN,1,3,0,0,2,1,1
Urban Erick,MEX,0,2,0,0,2,0,0
Urban Logan,USA,5,1,0,3,1,2,0
Urbanczak Vincent,FRA,0,1,0,0,1,0,0
Urbanik Paul,FRA,0,1,0,0,1,0,0
Urbano Ricardo,FRA,0,1,0,0,1,0,0
Urbanowicz Anna,FRA,0,1,0,0,0,0,1
Urbina Elias,USA,3,1,0,1,1,1,0
Urbina Erick,USA,0,1,0,0,1,0,0
Urbina Gilbert,USA,6,3,0,1,1,2,1
Urbina Hector,USA,,,,9,7,5,2
Urbina Jesus,USA,0,5,0,0,1,0,1
Urbonavicius Laurynas,USA,0,1,0,0,0,0,1
Ureba Alex,USA,0,1,0,0,0,0,1
Uresk Eric,USA,0,3,0,0,2,0,0
Urholin Jesse,FIN,7,0,0,3,0,2,0
Uriarte Irving Antonio,FIN,0,1,0,0,1,0,0
Urias Edgar,FIN,0,1,0,0,0,0,1
Urias Steven,FIN,0,1,0,0,0,0,0
Uribe Alex,USA,0,2,0,0,2,0,0
Uriel Loutina,USA,0,1,0,0,0,0,1
Urita Kozo,USA,2,1,0,2,0,0,1
Urmatbek Chyntemir,USA,0,1,0,0,0,0,0
Urquides Thomas,USA,0,1,0,0,0,0,1
Urquijo Brandon,USA,2,3,0,0,0,0,0
Urquilla Ceasar,USA,0,1,0,0,0,0,1
Urrutia Emilio,USA,,,,1,3,4,2
Urso Cardo,USA,,,,,,,
Urso Nick,USA,,,,2,1,3,2
Urubu Tiago,USA,0,1,0,0,0,0,0
Uruguai Caio,BRA,0,1,0,0,1,0,0
Urushitani Yasuhiro,JPN,,,,4,1,1,2
Uscola Kyacey,JPN,,,,1,5,0,5
Usher Doug,JPN,0,1,0,0,1,0,0
Ushiku Juntaro,JPN,0,2,0,0,2,0,0
Ushkanov Dmitriy,JPN,0,1,0,0,0,0,0
Ushukov Beslan,RUS,3,1,0,1,0,1,1
Uskrt Radovan,RUS,0,1,0,0,0,0,1
Usman Kamaru,NGR,,,,9,0,1,1
Usman Mohammed,USA,7,2,0,3,0,2,1
Usmaniev Maxim,USA,0,1,0,0,0,0,1
Usmanov Zulfikar,USA,0,5,0,0,2,0,1
Usovskiy Dmitriy,USA,0,1,0,0,1,0,0
Ussanov Sergei,USA,0,1,0,0,0,0,1
Usuda Ikuo,USA,1,1,0,0,0,0,0
Usui Hayate,USA,0,2,0,0,0,0,0
Utly Unal,USA,0,1,0,0,0,0,1
Utochkin Sergei,UKR,0,1,0,0,0,0,1
Utrosa Miha,UKR,0,0,1,0,0,0,0
Utsaev Murad,UKR,0,1,0,0,0,0,0
Utsugi Masakazu,UKR,0,2,0,0,0,0,0
Utsunomiya Shota,JPN,1,0,0,0,0,0,0
Uulu Bekmamet Nurlanbek,JPN,0,1,0,0,1,0,0
Uvaysov Shamil,JPN,0,2,0,0,1,0,1
Uveric Nemanja,JPN,0,1,0,0,0,0,1
Uy Jeremy,JPN,0,1,0,0,0,0,0
Uyenoyama Darren,USA,,,,2,2,4,1
Uygun Kamil,USA,1,0,0,0,0,0,0
Uzgenbaeva Barchynai,USA,0,1,0,0,0,0,1
