Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
da Silva Ferreira Jr. Wanderley,BRA,0.0,0.0,1.0,0.0,1.0,0
da Silva Freitas Edflavio,BRA,0.0,0.0,0.0,0.0,0.0,0
Da Silva Goncalves Italo,BRA,0.0,0.0,1.0,0.0,1.0,0
da Silva Jr. Jose Silva,BRA,0.0,0.0,1.0,0.0,0.0,0
da Silva Jr. Renato,BRA,0.0,0.0,0.0,0.0,0.0,0
da Silva Lima Fernando,BRA,0.0,0.0,1.0,0.0,0.0,0
Da Silva Maia Felipe,BRA,0.0,0.0,0.0,2.0,1.0,0
da Silva Marques Marcos Wilson,BRA,0.0,0.0,1.0,0.0,0.0,0
da Silva Marques Wesley,BRA,0.0,1.0,0.0,0.0,0.0,0
da Silva Nascimento Ana Carolina,BRA,0.0,0.0,0.0,0.0,1.0,0
da Silva Nascimento Rodolfo,BRA,0.0,0.0,1.0,0.0,0.0,0
da Silva Pegado Van Wellington,BRA,0.0,0.0,0.0,0.0,1.0,0
da Silva Santana Adriano,BRA,0.0,0.0,0.0,0.0,0.0,0
da Silva Santos Anderson,BRA,0.0,0.0,1.0,0.0,1.0,0
da Silva Santos Eder,BRA,0.0,0.0,1.0,0.0,0.0,0
da Silva Santos Robson,BRA,0.0,0.0,1.0,0.0,0.0,0
da Silva Santos Jr. Giovanni,BRA,0.0,0.0,2.0,0.0,0.0,0
da Silva Severino Matheus,BRA,0.0,0.0,1.0,0.0,0.0,0
da Siva Oliveira William,BRA,0.0,0.0,0.0,0.0,1.0,0
Da Sojah Ronald,BRA,0.0,0.0,1.0,0.0,0.0,0
da Souza Cesario,BRA,0.0,0.0,1.0,0.0,0.0,0
Dabo Imam,BRA,0.0,0.0,0.0,1.0,0.0,0
Daboville Michael,BRA,0.0,0.0,0.0,0.0,2.0,0
Dabrowski Rafal,BRA,0.0,0.0,0.0,1.0,0.0,0
Dace Keith,BRA,0.0,0.0,1.0,0.0,1.0,0
Dace Phil,USA,0.0,0.0,1.0,0.0,1.0,0
Dadaev Abdula,USA,0.0,0.0,0.0,0.0,1.0,0
Dadaev Khamzat,USA,0.0,0.0,1.0,0.0,0.0,0
Dadaev Tamirlan,USA,0.0,0.0,0.0,0.0,2.0,0
Dadagov Ashlahan,USA,0.0,0.0,0.0,0.0,0.0,0
Dadalov Islam,USA,0.0,0.0,1.0,0.0,1.0,0
Dadilov Islam,USA,0.0,0.0,1.0,0.0,0.0,0
Dadovic Amir,USA,0.0,0.0,0.0,0.0,1.0,0
Dadunashvili Onise,GEO,0.0,0.0,1.0,0.0,0.0,0
Daffreville Christophe,GEO,0.0,0.0,1.0,0.0,0.0,0
Dagloria David,GEO,0.0,0.0,0.0,0.0,1.0,0
Daguzan Pierre,FRA,0.0,0.0,1.0,0.0,0.0,0
Dagvadorj Batsumberel,MGL,0.0,5.0,0.0,1.0,1.0,0
Dahabagian Arschak,MGL,0.0,0.0,0.0,0.0,1.0,0
Dahiya Vikash,MGL,0.0,0.0,0.0,0.0,0.0,0
Dahlberg Eric,MGL,0.0,0.0,2.0,0.0,0.0,0
Dahlke Alan,MGL,0.0,0.0,0.0,0.0,1.0,0
Dai Nozomi,MGL,0.0,0.0,1.0,0.0,0.0,0
Daigneault Eric,MGL,0.0,0.0,1.0,0.0,0.0,0
Daigo Christian,MGL,0.0,0.0,1.0,0.0,0.0,0
Daily Joseph,MGL,0.0,0.0,0.0,0.0,1.0,0
Daimoni Bianca,BRA,0.0,5.0,1.0,0.0,1.0,0
Daineko Vladimir,RUS,0.0,0.0,4.0,0.0,0.0,0
Daji Yacin,RUS,0.0,0.0,0.0,0.0,2.0,0
Dakaev Mehdi,RUS,0.0,0.0,0.0,0.0,0.0,0
dal Santo Samantha,RUS,0.0,0.0,1.0,0.0,0.0,0
Dalasta Tony,RUS,0.0,0.0,1.0,0.0,0.0,0
Dalby Ian,ENG,0.0,0.0,0.0,0.0,1.0,0
Dalby Nicolas,DEN,0.0,6.0,0.0,4.0,0.0,0
Dalca Nicolae,DEN,0.0,0.0,1.0,0.0,0.0,0
Dale John,DEN,0.0,0.0,1.0,0.0,0.0,0
Dale Willie,DEN,0.0,0.0,2.0,0.0,0.0,0
Dalen Zac,DEN,0.0,0.0,0.0,0.0,0.0,0
Daley Aurtan,DEN,0.0,0.0,1.0,0.0,1.0,0
Daley Ben,DEN,0.0,0.0,0.0,0.0,1.0,0
Daley Brian,DEN,0.0,0.0,1.0,0.0,0.0,0
Daley Paul,ENG,0.0,0.0,0.0,2.0,6.0,0
Daley Jr. Seigenald Aurtan,ENG,0.0,0.0,1.0,0.0,0.0,0
Dalgiev Khamzat,RUS,0.0,3.0,1.0,5.0,1.0,0
Dalgliesh Dave,RUS,0.0,4.0,1.0,0.0,2.0,0
Dali Serge,FRA,0.0,0.0,0.0,0.0,1.0,0
Dalisda Katharina,FRA,0.0,0.0,0.0,1.0,1.0,0
Dalla Clemente Andrine,FRA,0.0,0.0,1.0,0.0,0.0,0
Dallek Rafael,FRA,0.0,0.0,0.0,0.0,1.0,0
Dalli Gokmen,SUI,0.0,0.0,0.0,0.0,1.0,0
Dallow Ross,SUI,0.0,0.0,3.0,0.0,1.0,0
Dalton Decky,NIR,0.0,0.0,1.0,0.0,1.0,0
Dalton Declan,NIR,0.0,4.0,1.0,0.0,0.0,0
Dalton Gregg,NIR,0.0,0.0,0.0,0.0,0.0,0
Dalton Jayson,NIR,0.0,0.0,0.0,0.0,1.0,0
Dalton Jorge,NIR,0.0,0.0,1.0,0.0,0.0,0
Dalton Luke,NIR,0.0,0.0,0.0,0.0,1.0,0
Dalton Richard,NIR,0.0,0.0,1.0,0.0,0.0,0
Daly Aisling,IRL,0.0,5.0,1.0,8.0,0.0,0
Daly Ayo,IRL,0.0,0.0,1.0,0.0,0.0,0
Dalziel Bobbi Jo,CAN,0.0,3.0,0.0,0.0,2.0,0
Dam Seo Ye,SKO,0.0,0.0,1.0,0.0,0.0,0
Damaev Salambek,FRA,0.0,0.0,1.0,0.0,1.0,0
Damian Damian,FRA,0.0,0.0,1.0,0.0,0.0,0
Damiani Dymitry,FRA,0.0,0.0,0.0,0.0,1.0,0
Damiani Leonardo,FRA,0.0,2.0,1.0,6.0,2.0,0
Damiani Marko,FRA,0.0,0.0,2.0,0.0,0.0,0
Damkovsky Artiom,BLR,0.0,9.0,2.0,1.0,4.0,0
Damm Carina,BRA,0.0,7.0,3.0,0.0,0.0,0
Damm Rodrigo,BRA,0.0,2.0,4.0,6.0,1.0,0
Dammer Vladimir,GER,0.0,0.0,0.0,0.0,1.0,0
Damnlanpurev Baasankhuu,GER,0.0,1.0,0.0,0.0,1.0,0
Damon Jordan,GER,0.0,0.0,2.0,0.0,0.0,0
Damour Gael,GER,0.0,0.0,0.0,0.0,1.0,0
Dana Cengiz,GER,0.0,0.0,1.0,0.0,2.0,0
Danapas Andreas,GER,0.0,0.0,1.0,0.0,0.0,0
Dande Dande,GER,0.0,0.0,1.0,0.0,0.0,0
Dandois Ben,GER,0.0,0.0,0.0,0.0,1.0,0
Dandois Cindy,BEL,0.0,5.0,1.0,8.0,2.0,0
Danelski Piotr,BEL,0.0,0.0,0.0,0.0,0.0,0
Danho Jarjis,BEL,1.0,7.0,0.0,0.0,0.0,0
Daniecki Dave,BEL,0.0,0.0,0.0,0.0,0.0,0
Daniel Casey,BEL,0.0,0.0,0.0,0.0,1.0,0
Daniel Daniel,BEL,0.0,0.0,0.0,0.0,1.0,0
Daniel Darren,BEL,0.0,0.0,0.0,0.0,1.0,0
Daniel Dayvisson,BEL,0.0,0.0,1.0,0.0,0.0,0
Daniel Glaydson,BRA,0.0,0.0,1.0,0.0,0.0,0
Daniel Viktor,BRA,0.0,0.0,0.0,0.0,1.0,0
Daniels Billy,USA,0.0,0.0,0.0,5.0,1.0,0
Daniels Chrissie,USA,0.0,1.0,1.0,0.0,2.0,0
Daniels Cody,USA,0.0,0.0,1.0,0.0,1.0,0
Daniels Dejon,USA,0.0,0.0,1.0,0.0,1.0,0
Daniels Jammy,USA,0.0,0.0,0.0,0.0,1.0,0
Daniels Lorenz,USA,0.0,0.0,0.0,0.0,1.0,0
Daniels Marco,USA,0.0,1.0,1.0,0.0,1.0,0
Daniels Marques,USA,0.0,0.0,0.0,0.0,1.0,0
Daniels Raymond,USA,0.0,2.0,0.0,0.0,1.0,0
Danielson Justin,AUS,0.0,0.0,1.0,0.0,0.0,0
Danielsson Niclas,AUS,0.0,0.0,0.0,0.0,0.0,0
Danilchenko Aliaksandr,AUS,0.0,0.0,1.0,0.0,0.0,0
Danilo Mario,AUS,0.0,0.0,0.0,0.0,1.0,0
Danilov Nikolai,AUS,0.0,0.0,4.0,0.0,0.0,0
Danis Dillon,USA,0.0,0.0,0.0,2.0,0.0,0
Danish Sergey,USA,0.0,0.0,1.0,0.0,0.0,0
Daniyalov Rizvan,RUS,0.0,0.0,0.0,0.0,1.0,0
Daniyar Zarylbek,KGZ,0.0,0.0,1.0,0.0,1.0,0
Danner Bryan,KGZ,0.0,0.0,0.0,0.0,0.0,0
Danner Christian,KGZ,0.0,0.0,0.0,0.0,1.0,0
Dantas Alexandre,KGZ,0.0,0.0,2.0,0.0,0.0,0
Dantas Bruno,KGZ,0.0,0.0,1.0,0.0,0.0,0
Dantas Clebson,BRA,0.0,0.0,1.0,0.0,0.0,0
Dantas Eduardo,BRA,0.0,4.0,3.0,6.0,0.0,0
Dantas Paulo,BRA,0.0,0.0,0.0,0.0,2.0,0
Dantas Wallace,BRA,0.0,0.0,0.0,1.0,0.0,0
Dantas de Oliveira Felipe Diego,BRA,0.0,0.0,0.0,1.0,1.0,0
Dantibo Damian,BRA,0.0,1.0,0.0,0.0,1.0,0
Danzig Angela,USA,0.0,0.0,0.0,0.0,2.0,0
Danzig Mac,USA,0.0,5.0,2.0,0.0,0.0,0
Daoust Mark,USA,0.0,0.0,0.0,0.0,1.0,0
Dapello Luigi,PER,0.0,0.0,2.0,0.0,0.0,0
DaPolito Mark,PER,0.0,0.0,0.0,0.0,1.0,0
Daprizio Dustin,PER,0.0,0.0,0.0,0.0,1.0,0
Darabedyan Karen,USA,0.0,3.0,2.0,5.0,2.0,0
Darabi Iman,USA,0.0,0.0,1.0,0.0,0.0,0
Darbouze Carl,USA,0.0,0.0,0.0,0.0,0.0,0
Darby Edward,USA,0.0,0.0,3.0,0.0,4.0,0
Darby Walt,USA,0.0,0.0,0.0,0.0,1.0,0
Darciso Everton,USA,0.0,0.0,1.0,0.0,0.0,0
Darcy Michael,USA,0.0,0.0,1.0,0.0,0.0,0
Dardar Lanny,USA,0.0,0.0,0.0,2.0,0.0,0
Dare Stuart,USA,0.0,0.0,3.0,0.0,0.0,0
Dargan Dale,USA,0.0,0.0,0.0,1.0,0.0,0
Dargan Jonathan,USA,0.0,0.0,1.0,0.0,0.0,0
Dariano Anthony,USA,0.0,0.0,0.0,0.0,0.0,0
Darienzo Jeff,USA,0.0,0.0,0.0,0.0,1.0,0
Dariush Beneil,IRI,0.0,5.0,3.0,8.0,1.0,0
Darling John,IRI,0.0,0.0,1.0,0.0,0.0,0
Darmazil Jean Francois,IRI,0.0,0.0,0.0,0.0,1.0,0
Darpinyan Hracho,ARM,0.0,6.0,1.0,8.0,1.0,0
Darrah Jason,ARM,0.0,0.0,0.0,0.0,1.0,0
Darrington Brad,ARM,0.0,0.0,0.0,0.0,0.0,0
Daru Phil,USA,0.0,0.0,0.0,0.0,1.0,0
Darulis Algirdas,USA,0.0,0.0,1.0,0.0,0.0,0
Darvish Omar,JPN,0.0,0.0,1.0,0.0,0.0,0
Darzanoff Fikret,USA,0.0,0.0,1.0,0.0,0.0,0
das Dores Luiz Claudio,USA,0.0,0.0,2.0,0.0,1.0,0
das Herdrick Vrendavena,USA,0.0,0.0,1.0,0.0,0.0,0
Dasch Larkyn,USA,0.0,0.0,0.0,0.0,0.0,0
Date Karei,JPN,0.0,0.0,1.0,0.0,0.0,0
Date Nori,JPN,0.0,0.0,0.0,0.0,1.0,0
Date Renju,JPN,0.0,0.0,1.0,0.0,0.0,0
Date Satoru,JPN,0.0,0.0,1.0,0.0,0.0,0
Datsiev Magomed,JPN,0.0,0.0,1.0,0.0,0.0,0
Datsik Viacheslav,JPN,0.0,1.0,0.0,0.0,0.0,0
Datte Sean,JPN,0.0,0.0,0.0,0.0,1.0,0
Dau Steve,JPN,0.0,0.0,0.0,0.0,2.0,0
Daubon Jon,JPN,0.0,0.0,0.0,0.0,1.0,0
Dauck Ben,JPN,0.0,0.0,0.0,0.0,0.0,0
Daudov Haseyn,JPN,0.0,0.0,0.0,0.0,1.0,0
Daugherty Sean,JPN,0.0,0.0,0.0,0.0,1.0,0
Daughetee Eric,JPN,0.0,0.0,0.0,0.0,0.0,0
Daukaus Chris,JPN,0.0,0.0,0.0,0.0,1.0,0
Daukaus Kyle,USA,0.0,0.0,0.0,8.0,0.0,0
Daunhower Angie,USA,0.0,0.0,1.0,0.0,0.0,0
Daurenuly Timur,USA,0.0,0.0,1.0,0.0,0.0,0
Daurova Ilona,USA,0.0,0.0,0.0,0.0,1.0,0
Dautbek Karshyga,USA,0.0,0.0,1.0,0.0,0.0,0
Davalos Kyle,USA,0.0,0.0,1.0,0.0,0.0,0
Davella Diego,BRA,0.0,0.0,0.0,0.0,0.0,0
Davenport Jeremiah,BRA,0.0,0.0,0.0,0.0,2.0,0
Davenport Kurstan,USA,0.0,0.0,1.0,0.0,1.0,0
Davenport Scot,USA,0.0,0.0,1.0,0.0,0.0,0
Davern Kieran,IRL,0.0,0.0,0.0,0.0,2.0,0
Davey Kyle,IRL,0.0,0.0,1.0,0.0,0.0,0
Davey Tony,IRL,0.0,0.0,0.0,0.0,1.0,0
David Chris,IRL,0.0,0.0,0.0,1.0,1.0,0
David Jan,IRL,0.0,0.0,1.0,0.0,0.0,0
Davidovich Vladimir,BLR,0.0,0.0,0.0,0.0,1.0,0
Davids Cole,BLR,0.0,0.0,0.0,0.0,1.0,0
Davids Sharice,BLR,0.0,0.0,0.0,0.0,0.0,0
Davidsdottir Sunna,ISL,0.0,0.0,0.0,0.0,0.0,0
Davidson Alex,ISL,0.0,0.0,1.0,0.0,0.0,0
Davidson Brian,USA,0.0,6.0,2.0,2.0,1.0,0
Davidson Clay,USA,0.0,0.0,2.0,2.0,2.0,0
Davidson Eric,USA,0.0,0.0,1.0,0.0,1.0,0
Davidson Jimmy,USA,0.0,0.0,1.0,0.0,0.0,0
Davies Ant,ENG,0.0,0.0,1.0,0.0,3.0,0
Davies Stuart,ENG,0.0,0.0,1.0,0.0,2.0,0
Davila Aldo,ENG,0.0,0.0,0.0,0.0,1.0,0
DaVila Eric,USA,0.0,1.0,0.0,1.0,5.0,0
Davila Ernie,USA,0.0,0.0,0.0,0.0,2.0,0
Davila Gino,USA,0.0,0.0,0.0,0.0,0.0,0
Davila Josh,USA,0.0,0.0,1.0,0.0,0.0,0
Davila Martin,USA,0.0,0.0,0.0,0.0,0.0,0
Davila Ronny,USA,0.0,0.0,0.0,0.0,1.0,0
Davinney Terry,USA,0.0,2.0,3.0,6.0,4.0,0
Davis Aaron,USA,0.0,0.0,4.0,4.0,3.0,0
Davis Ahron,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Alexis,CAN,0.0,2.0,3.0,8.0,1.0,0
Davis Alfie,CAN,0.0,5.0,0.0,3.0,0.0,0
Davis Alvin,CAN,0.0,0.0,1.0,0.0,0.0,0
Davis Amy,USA,0.0,1.0,0.0,1.0,3.0,0
Davis Angelita,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Ben,IRL,0.0,0.0,2.0,0.0,1.0,0
Davis Brandon,USA,0.0,4.0,1.0,4.0,2.0,0
Davis Bruce,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Chris,USA,0.0,2.0,3.0,0.0,2.0,0
Davis Corey,USA,0.0,1.0,1.0,1.0,0.0,0
Davis David,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Dennis,USA,0.0,0.0,1.0,0.0,3.0,0
Davis Deray,USA,0.0,0.0,2.0,0.0,0.0,0
Davis Drew,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Drumaine,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Eugene,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Faith,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Garett,CAN,0.0,0.0,0.0,1.0,0.0,0
Davis Garrett,CAN,0.0,0.0,0.0,1.0,3.0,0
Davis George,CAN,0.0,0.0,0.0,0.0,1.0,0
Davis Geovantie,CAN,0.0,0.0,1.0,0.0,0.0,0
Davis Heath,CAN,0.0,0.0,1.0,0.0,0.0,0
Davis Jeff,CAN,0.0,0.0,3.0,1.0,1.0,0
Davis Jeremy,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Joe,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Joey,USA,0.0,5.0,0.0,0.0,0.0,0
Davis Johnny,USA,0.0,0.0,1.0,0.0,1.0,0
Davis Justin,USA,0.0,0.0,4.0,0.0,2.0,0
Davis Kwinn,USA,0.0,0.0,0.0,0.0,0.0,0
Davis Kyle,USA,0.0,0.0,0.0,0.0,3.0,0
Davis L.C.,USA,0.0,8.0,0.0,7.0,2.0,0
Davis Lemont,USA,0.0,0.0,2.0,0.0,2.0,0
Davis Leon,USA,0.0,0.0,1.0,0.0,2.0,0
Davis Marcus,USA,0.0,6.0,4.0,9.0,3.0,0
Davis Michael,CAN,0.0,0.0,0.0,0.0,1.0,0
Davis Mike,CAN,0.0,0.0,0.0,0.0,1.0,0
Davis Parnell,USA,0.0,0.0,0.0,0.0,3.0,0
Davis Peter,USA,0.0,0.0,3.0,0.0,2.0,0
Davis Phil,USA,0.0,6.0,0.0,5.0,0.0,0
Davis Raphael,USA,0.0,5.0,1.0,7.0,0.0,0
Davis Raylen,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Raymell,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Raymond,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Richard,USA,0.0,0.0,0.0,0.0,0.0,0
Davis Rick,USA,0.0,0.0,1.0,0.0,0.0,0
Davis Russell,USA,0.0,0.0,0.0,0.0,0.0,0
Davis Scott,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Shane,USA,0.0,0.0,0.0,1.0,1.0,0
Davis Steven,USA,0.0,0.0,0.0,0.0,0.0,0
Davis Stryder,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Sun,USA,0.0,0.0,0.0,0.0,1.0,0
Davis Travis,USA,0.0,3.0,2.0,6.0,0.0,0
Davis Zack,USA,0.0,1.0,0.0,0.0,0.0,0
Davis Jr. Danny,USA,0.0,3.0,1.0,2.0,5.0,0
Davis Jr. Mark,USA,0.0,0.0,0.0,0.0,1.0,0
Davison Joshua,USA,0.0,0.0,1.0,0.0,0.0,0
Davlatmurodov Sharaf,RUS,0.0,8.0,1.0,5.0,1.0,0
Davlatov Ahmad,RUS,0.0,0.0,1.0,0.0,0.0,0
Davlyatov Abdul-Khamid,RUS,0.0,0.0,1.0,0.0,0.0,0
Davtaev Zelimkhan,RUS,0.0,0.0,1.0,0.0,0.0,0
