Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Ucar Attila,AUT,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Ucar Sado,TUR,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Uchida Yuta,TUR,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Uchimura Yojiro,JPN,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0
Uda Alberto,BRA,9.0,3.0,0.0,4.0,1.0,4.0,2.0,0
Udalova Kristina,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Uddin Amir,BRA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Udod Oleg,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Ueda Atsushi,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Ueda Mao,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Ueda Masakatsu,JPN,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0
Ueda Masatatsu,JPN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Ueda Yutaka,JPN,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Uehara Yusuke,JPN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Uehata Tetsuo,JPN,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
Uejima Yuki,JPN,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0
Uematsu Naoya,JPN,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0
Ueno Toji,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Uesako Hiroto,JPN,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
Ueyama Ryuki,JPN,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0
Uflacker Christian,JPN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ugajin Takahiro,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Uhde Matt,USA,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0
Uhlir Alexander,USA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Uhrich Andy,USA,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0
Uitto Olli Jaakko,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Ukelli Fitim,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Uker Ben,USA,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0
Ul-Hasan Saad,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Ulanbekov Tagir,RUS,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0
Ulberg Carlos,NZL,5.0,1.0,0.0,3.0,1.0,1.0,0.0,0
Ulenurm Lauri,NZL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
