Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Zanetti Andrea,ITA,0.0,0.0,0.0,0.0,0.0,0
Zani Daniel,ITA,0.0,0.0,0.0,0.0,1.0,0
Zani Vinicius,BRA,0.0,5.0,3.0,2.0,1.0,0
Zanko Tony,ITA,0.0,1.0,2.0,0.0,2.0,0
Zanski Mike,ITA,0.0,0.0,0.0,0.0,1.0,0
Zapata Juan,ITA,0.0,1.0,0.0,0.0,0.0,0
Zapata Omar,ITA,0.0,0.0,0.0,0.0,1.0,0
Zapata Roger,USA,0.0,3.0,1.0,0.0,1.0,0
Zapata Sasuke,USA,0.0,0.0,0.0,0.0,0.0,0
Zapater Jose Luis,USA,0.0,0.0,2.0,0.0,0.0,0
Zapoulaev Mikhail,USA,0.0,0.0,0.0,0.0,1.0,0
Zappitella Alesha,USA,0.0,0.0,0.0,2.0,0.0,0
Zappone Cody,USA,0.0,0.0,0.0,0.0,0.0,0
Zaradzki Wojciech,USA,0.0,0.0,0.0,0.0,0.0,0
Zarate Daniel,USA,0.0,0.0,1.0,0.0,0.0,0
Zarate Jhon,USA,0.0,0.0,0.0,0.0,0.0,0
Zarate Mario,USA,0.0,0.0,1.0,0.0,0.0,0
Zarate Nick,USA,0.0,0.0,1.0,0.0,0.0,0
Zarauz Jose,PER,1.0,0.0,1.0,0.0,0.0,0
Zarco Aden,PER,0.0,0.0,2.0,0.0,1.0,0
Zarco Arie,PHI,0.0,0.0,1.0,0.0,0.0,0
Zaribzhanov Djamadyn,UZB,0.0,0.0,1.0,0.0,0.0,0
Zaripov Dilshod,UZB,0.0,0.0,1.0,0.0,0.0,0
Zaripov Firdavs,UZB,0.0,0.0,1.0,0.0,1.0,0
Zarmanbetov Bagaudin,UZB,0.0,1.0,0.0,0.0,1.0,0
Zarmanbetov Murad,RUS,0.0,1.0,0.0,0.0,0.0,0
Zaromskis Marius,LTU,0.0,0.0,0.0,1.0,0.0,0
Zas Agustin,URU,0.0,0.0,0.0,0.0,1.0,0
Zasa TJ,URU,0.0,0.0,0.0,0.0,1.0,0
Zatarain Fernando,URU,0.0,0.0,1.0,0.0,0.0,0
Zathureczky Zsolt,URU,0.0,0.0,0.0,0.0,0.0,0
Zatuchnyy Rostislav,GER,0.0,0.0,1.0,0.0,1.0,0
Zauers Igor,GER,0.0,0.0,1.0,0.0,0.0,0
Zavgorodniy Evgeniy,GER,0.0,0.0,0.0,0.0,0.0,0
Zaviazochnikov Evgenij,GER,0.0,0.0,0.0,0.0,1.0,0
Zavurov Shamil,RUS,0.0,0.0,0.0,5.0,2.0,0
Zawada David,GER,0.0,0.0,0.0,4.0,1.0,0
Zawada Martin,GER,0.0,0.0,0.0,5.0,2.0,0
Zawadzki Bartosz,GER,0.0,0.0,0.0,0.0,1.0,0
Zawadzki Mateusz,GER,0.0,0.0,1.0,0.0,0.0,0
Zawidzki Rafal,GER,0.0,0.0,0.0,0.0,1.0,0
Zawirowski Boguslaw,POL,0.0,0.0,0.0,1.0,0.0,0
Zayats Mikhail,RUS,0.0,4.0,3.0,0.0,0.0,0
Zaynukov Artur,RUS,0.0,0.0,0.0,0.0,0.0,0
Zaynullin Artur,RUS,0.0,0.0,0.0,0.0,1.0,0
Zazelenchuk Jason,RUS,0.0,0.0,0.0,0.0,2.0,0
Zazhigin Anton,RUS,0.0,0.0,1.0,0.0,0.0,0
Zazueta Derek,RUS,0.0,0.0,0.0,0.0,0.0,0
Zazulak Brad,RUS,0.0,1.0,0.0,0.0,0.0,0
Zbiciak Przemyslaw,RUS,0.0,0.0,1.0,0.0,1.0,0
Zbonik Quesia,BRA,0.0,0.0,1.0,0.0,0.0,0
Zdansky Jan,BRA,0.0,0.0,1.0,0.0,1.0,0
Zdravkov Zdravko,BRA,0.0,0.0,0.0,0.0,1.0,0
Zea Alejandro,BRA,0.0,0.0,0.0,0.0,2.0,0
Zebian Ali,USA,0.0,0.0,0.0,0.0,0.0,0
Zebroski Dimitry,USA,0.0,0.0,1.0,0.0,0.0,0
Zecchi Leonardo,ITA,0.0,0.0,0.0,1.0,0.0,0
Zecchino John,ITA,0.0,0.0,1.0,0.0,0.0,0
Zee Marc,ITA,0.0,0.0,1.0,0.0,0.0,0
Zeferino Joao,BRA,0.0,4.0,4.0,0.0,0.0,0
Zelazowski Pawel,BRA,0.0,1.0,0.0,0.0,0.0,0
Zelinski Tony,USA,0.0,0.0,4.0,0.0,2.0,0
Zellhuber Daniel,USA,0.0,7.0,0.0,2.0,0.0,0
Zellner Craig,USA,0.0,0.0,1.0,0.0,1.0,0
Zeman Branislav,USA,0.0,0.0,0.0,0.0,1.0,0
Zeman Melissa,USA,1.0,0.0,0.0,0.0,0.0,0
Zemlyakov Aleksandr,USA,0.0,0.0,1.0,0.0,0.0,0
Zender Anthony,USA,0.0,0.0,2.0,0.0,3.0,0
Zenidim Bueno Ranieri Yuri,BRA,0.0,0.0,0.0,0.0,0.0,0
Zenin Vladimir,BRA,0.0,0.0,0.0,0.0,0.0,0
Zeno Justin,BRA,0.0,0.0,1.0,0.0,0.0,0
Zenong Dongzhu,BRA,0.0,0.0,0.0,0.0,0.0,0
Zent Eric,BRA,0.0,0.0,0.0,0.0,1.0,0
Zentgraf Jason,USA,0.0,0.0,0.0,8.0,1.0,0
Zentsov Roman,USA,0.0,2.0,2.0,0.0,3.0,0
Zequeira Luis,USA,0.0,0.0,1.0,0.0,0.0,0
Zerbone Fernando,BRA,0.0,0.0,0.0,0.0,0.0,0
Zerhouni Laid,FRA,0.0,0.0,0.0,0.0,2.0,0
Zerjal Milan,USA,0.0,0.0,0.0,2.0,0.0,0
Zettergreen Nigel,CAN,0.0,0.0,0.0,0.0,0.0,0
Zeugin Jesse,CAN,0.0,0.0,0.0,0.0,3.0,0
Zevallos Carlos,USA,0.0,1.0,3.0,1.0,0.0,0
Zezelic Luka,USA,0.0,0.0,0.0,0.0,1.0,0
Zgela Mario,USA,0.0,0.0,0.0,0.0,1.0,0
Zhakhangirov Kazim,USA,0.0,0.0,0.0,0.0,1.0,0
Zhalalidze Giorgi,GEO,0.0,0.0,0.0,0.0,0.0,0
Zhaldoshov Adilbek,RUS,0.0,0.0,1.0,0.0,0.0,0
Zhamaldaev Salaman,RUS,0.0,0.0,0.0,0.0,0.0,0
Zhamaldaev Salman,RUS,0.0,1.0,0.0,0.0,1.0,0
Zhamaldinov Adam,RUS,0.0,0.0,0.0,0.0,1.0,0
Zhamurzov Beslan,RUS,0.0,0.0,1.0,0.0,0.0,0
Zhanbolato Adam,RUS,0.0,0.0,1.0,0.0,0.0,0
Zhancaev Rizvan,RUS,0.0,0.0,0.0,0.0,1.0,0
Zhang Caibao,RUS,0.0,0.0,2.0,0.0,1.0,0
Zhang Gang,RUS,0.0,0.0,0.0,0.0,1.0,0
Zhang Lipeng,CHN,0.0,3.0,0.0,3.0,5.0,0
Zhang Meixuan,CHN,0.0,1.0,0.0,2.0,1.0,0
Zhang Mingyang,CHN,0.0,5.0,3.0,3.0,2.0,0
Zhang Pu,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhang Tiequan,CHN,0.0,3.0,1.0,0.0,0.0,0
Zhang Yongqiang,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhang Youliang,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhang Yubin,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhang Zhao,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhanybekov Almanbet,CHN,0.0,0.0,0.0,0.0,2.0,0
Zhao Cheng,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhao Tao,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhao Wuheng,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhao Xianchao,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhao Ya,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhao Yanfei,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhao Zhikang,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhekalov Evgeny,UKR,0.0,0.0,1.0,0.0,0.0,0
Zhelezkov Todor,UKR,0.0,0.0,1.0,0.0,0.0,0
Zheleznyakova Dariya,UKR,0.0,0.0,0.0,0.0,0.0,0
Zhemukhov Ruslan,RUS,0.0,0.0,1.0,0.0,0.0,0
Zheng Boqie,RUS,0.0,0.0,1.0,0.0,1.0,0
Zheng Xiaoliang,CHN,0.0,1.0,0.0,0.0,1.0,0
Zhenhong Lu,CHN,0.0,8.0,1.0,5.0,0.0,0
Zhernikov Yuri,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhetpisbayev Zhumageldy,KAZ,0.0,0.0,1.0,0.0,0.0,0
Zhifa Shang,CHN,0.0,4.0,1.0,0.0,0.0,0
Zhikui Yao,CHN,0.0,0.0,1.0,1.0,0.0,0
Zhlobich Vadim,CHN,0.0,0.0,1.0,0.0,1.0,0
Zholdasbayev Abdrashyt,KGZ,0.0,0.0,0.0,0.0,1.0,0
Zholdoshbekov Sultan,KGZ,0.0,0.0,0.0,0.0,0.0,0
Zhong Guoqing,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhong Guowei,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhori Devi,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhou Hongyang,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhou Kun,CHN,0.0,0.0,0.0,0.0,0.0,0
Zhou Hong Zhang,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhu Jiang,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhu Jinghuan,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhu Qingxiang,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhu Rong,CHN,0.0,0.0,0.0,4.0,3.0,0
Zhu Rongshuai,CHN,0.0,0.0,1.0,0.0,0.0,0
Zhu Yonglong,CHN,0.0,0.0,0.0,0.0,1.0,0
Zhuk Artem,BLR,0.0,0.0,0.0,0.0,1.0,0
Zhumageldy Zhalgasuly,KAZ,0.0,0.0,0.0,0.0,1.0,0
Zhumagulov Zhalgas,KAZ,0.0,6.0,2.0,2.0,0.0,0
Zhuraev Tohir,KAZ,0.0,0.0,0.0,0.0,0.0,0
Zhusupov Sabit,KAZ,0.0,0.0,0.0,0.0,0.0,0
Ziam Fares,FRA,0.0,5.0,0.0,4.0,2.0,0
Zichelle Mike,USA,0.0,6.0,1.0,2.0,2.0,0
Zickerman Jason,USA,0.0,0.0,0.0,0.0,1.0,0
Zidar Ivan,CRO,0.0,1.0,0.0,0.0,0.0,0
Ziebarth Eric,USA,0.0,0.0,0.0,0.0,1.0,0
Ziebert Florian,USA,0.0,0.0,1.0,0.0,0.0,0
Zielinski Adrian,POL,0.0,2.0,1.0,0.0,1.0,0
Zielinski Rob,POL,0.0,1.0,1.0,0.0,1.0,0
Ziemer Cristian,POL,0.0,0.0,0.0,0.0,1.0,0
Zighelbom Grau Dana,PER,0.0,0.0,0.0,0.0,0.0,0
Zihan Xu,PER,0.0,0.0,0.0,0.0,0.0,0
Zikic James,ENG,1.0,2.0,1.0,0.0,0.0,0
Zilius Arvydas,ENG,0.0,0.0,0.0,0.0,2.0,0
Zilius Edvardas,ENG,0.0,0.0,0.0,0.0,1.0,0
Zimko Pavel,ENG,0.0,0.0,0.0,0.0,1.0,0
Zimmer Josh,ENG,0.0,0.0,1.0,0.0,0.0,0
Zimmer Mike,ENG,0.0,0.0,0.0,0.0,0.0,0
Zimmerman Billy,USA,0.0,0.0,0.0,0.0,1.0,0
Zimmerman Christy,USA,0.0,0.0,0.0,0.0,1.0,0
Zimmerman Dakota,USA,0.0,1.0,0.0,0.0,0.0,0
Zimmerman Errol,USA,0.0,0.0,0.0,0.0,1.0,0
Zimmerman Heath,USA,0.0,0.0,1.0,0.0,0.0,0
Zimmerman Nick,USA,0.0,0.0,1.0,0.0,0.0,0
Zimmerman Piankhi,USA,1.0,0.0,1.0,0.0,0.0,0
Zimolag Dariusz,POL,0.0,0.0,1.0,0.0,0.0,0
Zingano Cat,USA,0.0,5.0,1.0,4.0,1.0,0
Zinoviev Igor,USA,0.0,0.0,1.0,0.0,0.0,0
Zinovyeva Nadezhda,USA,0.0,0.0,0.0,0.0,0.0,0
Zinser Andrew,USA,0.0,0.0,1.0,0.0,0.0,0
Ziolkowski Ireneusz,POL,0.0,0.0,0.0,0.0,0.0,0
ZioBkowski Marian,POL,0.0,6.0,2.0,0.0,0.0,0
Zitanick Dave,POL,0.0,0.0,0.0,0.0,0.0,0
Zivkovic Jason,POL,0.0,0.0,1.0,0.0,0.0,0
Zlobinski Zbigniew,POL,0.0,0.0,0.0,0.0,1.0,0
Zlotnicki Damian,POL,0.0,0.0,1.0,0.0,0.0,0
Zmarandescu Catalin,POL,0.0,0.0,2.0,0.0,0.0,0
Zobnin Jacob,POL,0.0,0.0,0.0,0.0,1.0,0
Zogg Jacob,USA,0.0,0.0,3.0,0.0,0.0,0
Zokirzhonov Akbarshoh,USA,0.0,0.0,1.0,0.0,0.0,0
Zoltsetseg Shinechagtga,USA,0.0,4.0,1.0,0.0,1.0,0
Zomcik Jessica,USA,0.0,0.0,1.0,0.0,0.0,0
Zomer Mark,RUS,0.0,0.0,1.0,0.0,0.0,0
Zomkowski Alecia,RUS,0.0,0.0,0.0,0.0,1.0,0
Zontek Marcin,POL,0.0,0.0,0.0,0.0,2.0,0
Zorin Mawiia Xico,POL,0.0,0.0,0.0,0.0,1.0,0
Zormaefv Aslanbek,POL,1.0,0.0,0.0,0.0,0.0,0
Zorn Asa,POL,0.0,0.0,2.0,0.0,0.0,0
Zorthian Jason,POL,0.0,0.0,0.0,0.0,1.0,0
Zorzettie Matt,POL,0.0,0.0,0.0,0.0,1.0,0
Zosimov Igor,UKR,0.0,0.0,0.0,0.0,1.0,0
Zotek Marius,UKR,0.0,0.0,1.0,0.0,0.0,0
Zou Jinbo,UKR,0.0,0.0,0.0,0.0,2.0,0
Zouak Rizlen,UKR,0.0,1.0,0.0,0.0,0.0,0
Zozulja Andrejs,UKR,0.0,0.0,2.0,0.0,1.0,0
Zubachov Alexander,UKR,0.0,0.0,0.0,0.0,1.0,0
Zubairov Magomedrasul,UKR,0.0,0.0,1.0,0.0,0.0,0
Zubenko Andrey,UKR,0.0,0.0,0.0,0.0,1.0,0
Zubiate Felix,UKR,0.0,0.0,1.0,0.0,0.0,0
Zubkov Sergey,RUS,0.0,0.0,0.0,0.0,0.0,0
Zubkov Vasiliy,RUS,0.0,0.0,0.0,0.0,0.0,0
Zubov Andrei,RUS,0.0,0.0,0.0,0.0,1.0,0
Zubritska Anna,RUS,0.0,0.0,0.0,0.0,1.0,0
Zuckerman Josh,USA,0.0,0.0,1.0,0.0,3.0,0
Zuev Evgeniy,USA,0.0,0.0,0.0,0.0,1.0,0
Zuev Gennadi,USA,1.0,0.0,0.0,0.0,0.0,0
Zugurov Bekhruz,USA,0.0,0.0,0.0,0.0,0.0,0
Zulu Nkazimulo,RSA,0.0,0.0,0.0,0.0,0.0,0
Zumbi Leandro,RSA,0.0,0.0,0.0,0.0,1.0,0
Zuniga Alex,USA,0.0,0.0,0.0,0.0,0.0,0
Zuniga Allan,CRC,0.0,3.0,0.0,4.0,0.0,0
Zuniga David,USA,0.0,0.0,1.0,0.0,0.0,0
Zuniga George,USA,0.0,0.0,0.0,0.0,0.0,0
Zuniga Jhan,VEN,0.0,0.0,0.0,0.0,1.0,0
Zunner Alan,USA,0.0,0.0,0.0,0.0,1.0,0
Zvijer Stefan,SER,0.0,0.0,0.0,0.0,0.0,0
Zwicker Elsie,SER,0.0,0.0,0.0,0.0,2.0,0
Zwicker Virgil,USA,0.0,0.0,0.0,2.0,3.0,0
Zwiefka Pawel,USA,0.0,0.0,0.0,0.0,0.0,0
Zydak Pawel,USA,0.0,0.0,1.0,0.0,1.0,0
Zyglinski Pawel,USA,0.0,0.0,0.0,0.0,1.0,0
Zygmunt Weronika,POL,0.0,0.0,1.0,0.0,2.0,0
Zywica Dawid,POL,0.0,0.0,0.0,0.0,0.0,0
