Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Ward Sam,CAN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Ward Scott,CAN,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Ward Sean,CAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Ward Trevor,USA,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0
Ware Aaron,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Ware Isaac,USA,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0
Ware Terrion,USA,,,0.0,6.0,0.0,3.0,3.0,0
Wareham Jake,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Waremecki Paul,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Warfield James,USA,,,0.0,0.0,5.0,1.0,1.0,0
Waringa Jeroen,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Warita Yoshimitsu,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Warne Brandon,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Warner Austin,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Warner Isaiah,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Warner Mitch,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Warr Dominic,USA,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
Warr Ruben,USA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Warren Brian,USA,0.0,8.0,0.0,0.0,2.0,0.0,5.0,0
Warren James,USA,6.0,5.0,0.0,3.0,5.0,3.0,0.0,0
Warren Joe,USA,,,0.0,3.0,3.0,2.0,3.0,0
Warren Kelly,USA,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0
Warren Merritt,USA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Warring James,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Warring Jean,USA,,,0.0,0.0,0.0,0.0,0.0,0
Warris Steve,USA,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0
Wase Chris,AUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Wasem Marc,AUS,,,0.0,0.0,0.0,0.0,0.0,0
Wasem Mike,AUS,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Wash Thomas,AUS,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Washburn Chad,AUS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Washington Allen,AUS,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Washington Anthony,AUS,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Washington Jon,AUS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
Washington Kirk,AUS,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Washington Micah,AUS,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0
Washington Robert,USA,,,0.0,0.0,0.0,2.0,2.0,0
Washington Tomar,USA,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Washington Sr. Rico,USA,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0
Wasi Idrees,USA,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0
Wasi Idris,USA,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Watanabe Akinobu,JPN,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0
Watanabe Daisuke,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watanabe Hisae,JPN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watanabe Kana,JPN,,,0.0,3.0,1.0,3.0,0.0,0
Watanabe Kaneaki,JPN,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0
Watanabe Kazuhisa,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watanabe Kengo,JPN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watanabe Kentaro,JPN,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0
Watanabe Kunihiro,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watanabe Masayuki,JPN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watanabe Satoshi,JPN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watanabe Shooto,JPN,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Watanabe Shota,JPN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watanabe Takuma,JPN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watanabe Tatsuya,JPN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watanabe Toshiki,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watanabe Yoshitomo,JPN,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Watanabe Yuichi,JPN,,,0.0,0.0,0.0,0.0,0.0,0
Watanabe Yuta,JPN,,,0.0,0.0,0.0,5.0,2.0,0
Watanuki Ippo,JPN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Watari Takamaro,JPN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watchorn Brad,JPN,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Waterhen Elmer,JPN,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0
Waterman Grant,JPN,,,0.0,0.0,0.0,0.0,0.0,0
Waterman Ron,JPN,5.0,6.0,1.0,1.0,4.0,2.0,1.0,0
Waters Andy,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Waters David,JPN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Waters Dominic,USA,9.0,6.0,0.0,3.0,1.0,2.0,1.0,0
Waters Mark,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Waters Norm,USA,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0
Waterson Michelle,USA,,,0.0,3.0,1.0,9.0,3.0,0
Watford Sam,USA,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Watkins Billy,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watkins Blake,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watkins Buck,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watkins Dan,ENG,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Watkins DJ,ENG,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watkins Kendrick,ENG,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Watkins Tabatha Ann,USA,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0
Watley Robert,USA,,,0.0,5.0,0.0,1.0,1.0,0
Watson Chase,USA,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
Watson Cliff,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watson Emma,USA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watson James,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watson Joseph,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watson Josh,USA,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
Watson Kyle,USA,,,0.0,2.0,4.0,0.0,0.0,0
Watson Maka,USA,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Watson Michael,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watson Steve,USA,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0
Watson Susy,CAN,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0
Watson Tam,CAN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Watson Tom,ENG,,,0.0,8.0,0.0,1.0,2.0,0
Watson Tristan,ENG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watson Walel,USA,,,0.0,3.0,2.0,0.0,0.0,0
Watt Charlene,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watt Hayden,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watt Stephen,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Watts Alissa,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Watts Chris,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Watts Daniel,USA,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
Watts Frank,USA,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
Waugh Michael,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Waugh Troy,USA,,,0.0,0.0,0.0,0.0,0.0,0
Waverek Michael,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Wawro Andria,USA,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0
Way Daniel,USA,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0
Way Tony,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Wayland Kloiah,USA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Wayne Adam,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Wayne Nick,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Weafer Brendan,USA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Weatherall Richard,USA,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Weatherby Woody,USA,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0
Weatherhill Brent,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Weathers Ran,USA,,,0.0,1.0,2.0,1.0,2.0,0
Weathers Tyler,USA,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0
Weaver Brok,USA,,,0.0,2.0,1.0,3.0,3.0,0
Weaver Derrick,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Weaver Fred,USA,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
Weaver Tim,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webb Aaron,USA,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0
Webb Brad,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Webb Brandon,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webb James,ENG,8.0,3.0,1.0,1.0,2.0,6.0,0.0,0
Webb Jamie,ENG,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0
Webb Jason,ENG,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Webb Jonavin,USA,,,0.0,2.0,0.0,5.0,1.0,0
Webb Josh,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webb Paul,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webb Randall,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Webb Ryan,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Webb Thomas,USA,,,0.0,3.0,0.0,2.0,2.0,0
Webb Varon,USA,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0
Webber David,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Webber Lee,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Webber Roman,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webber Stephanie,USA,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Weber Emme,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Weber Eugen,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Webster David,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Webster Nizhonie,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Wedderburn Markhaile,USA,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0
Wedlock Anthony,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Wee Royston,SIN,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0
Weeden Damo,ENG,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
Weedman Brent,USA,,,0.0,0.0,0.0,9.0,1.0,0
