Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Jackubowski Jason,USA,0.0,0.0,0.0,0.0,0.0,0
Jacob Eric,USA,0.0,0.0,1.0,0.0,1.0,0
Jacobs Abe,USA,0.0,0.0,0.0,0.0,1.0,0
Jacobs Faeez,RSA,0.0,0.0,0.0,0.0,1.0,0
Jacobs Kelly,RSA,0.0,0.0,0.0,0.0,1.0,0
Jacobs Ken,RSA,0.0,0.0,0.0,0.0,1.0,0
Jacobs Ronald,RSA,0.0,1.0,2.0,0.0,1.0,0
Jacobsen Alexander,NOR,0.0,4.0,2.0,4.0,3.0,0
Jacobsen Jesse,NOR,0.0,0.0,1.0,0.0,0.0,0
Jacobson Kevin,NOR,0.0,0.0,1.0,0.0,0.0,0
Jacobson Sharon,USA,0.0,2.0,0.0,0.0,3.0,0
Jacobson William,USA,0.0,0.0,1.0,0.0,0.0,0
Jacoby Dustin,USA,0.0,0.0,0.0,1.0,2.0,0
Jacolin Yan,USA,0.0,0.0,1.0,0.0,0.0,0
Jacquelin Christopher,FRA,0.0,1.0,1.0,6.0,1.0,0
Jacques Rangel Kewin,BRA,0.0,0.0,0.0,0.0,1.0,0
Jacquet Yannis,FRA,0.0,0.0,2.0,0.0,1.0,0
Jacquez Fabian,FRA,0.0,0.0,0.0,0.0,1.0,0
Jacquier Chas,FRA,0.0,0.0,1.0,0.0,3.0,0
Jadamba Narantungalag,MGL,0.0,3.0,3.0,5.0,2.0,0
Jae Jun Yong,MGL,0.0,0.0,0.0,0.0,1.0,0
Jaeger Ariel,MGL,0.0,0.0,0.0,0.0,0.0,0
Jafarli Kenan,AZE,0.0,0.0,0.0,0.0,3.0,0
Jagger Ben,AZE,0.0,0.0,0.0,0.0,1.0,0
Jaggers Matt,AZE,0.0,0.0,2.0,0.0,3.0,0
Jahnsen Aaron,NOR,0.0,0.0,1.0,0.0,0.0,0
Jahongir Mamarizaev,NOR,1.0,0.0,0.0,0.0,1.0,0
Jahovic Adam,ENG,0.0,0.0,0.0,0.0,0.0,0
Jahri Fahd,ENG,0.0,0.0,0.0,0.0,0.0,0
Jahrling Dylan,ENG,0.0,0.0,1.0,0.0,0.0,0
Jaime Nathan,ENG,0.0,0.0,0.0,0.0,2.0,0
Jaime Shaine,ENG,0.0,0.0,0.0,0.0,0.0,0
Jaja Jaja,BRA,0.0,0.0,1.0,0.0,0.0,0
Jajout Johnson,USA,0.0,0.0,0.0,0.0,1.0,0
Jakopic Ivica,CRO,0.0,0.0,1.0,0.0,1.0,0
Jakovcevic Zvonko,CRO,0.0,0.0,0.0,0.0,1.0,0
Jakovlev Alexander,CRO,0.0,0.0,1.0,0.0,0.0,0
Jaksic Miljan,SER,0.0,0.0,0.0,0.0,1.0,0
Jakubiec Tomasz,POL,0.0,1.0,0.0,0.0,0.0,0
Jakubik Marian,SVK,0.0,0.0,0.0,0.0,0.0,0
Jakubowski Grzegorz,SVK,0.0,0.0,0.0,1.0,0.0,0
Jalloh Patrick,SVK,0.0,0.0,1.0,0.0,0.0,0
Jamantha Fabio,SVK,0.0,0.0,1.0,0.0,0.0,0
Jambor Roderik,SVK,0.0,0.0,1.0,0.0,0.0,0
Jamerson Robert,SVK,0.0,0.0,0.0,0.0,1.0,0
James Aidan,SVK,0.0,0.0,1.0,1.0,0.0,0
James Carmela,USA,0.0,0.0,1.0,0.0,1.0,0
James Cedric,USA,0.0,0.0,3.0,0.0,1.0,0
James Cody,USA,0.0,0.0,1.0,1.0,0.0,0
James Dan,USA,0.0,0.0,0.0,0.0,1.0,0
James Daniel,USA,1.0,4.0,1.0,2.0,1.0,0
James Darcy,USA,0.0,0.0,0.0,0.0,1.0,0
James Donnie,USA,0.0,0.0,0.0,0.0,1.0,0
James Dr Kevin,USA,0.0,0.0,0.0,0.0,0.0,0
James Ernest,USA,0.0,1.0,1.0,0.0,0.0,0
James Garrick,USA,0.0,0.0,1.0,0.0,0.0,0
James Gerald,USA,0.0,0.0,1.0,0.0,0.0,0
James Jesse,USA,0.0,0.0,0.0,0.0,1.0,0
James Jordan,USA,0.0,0.0,2.0,1.0,2.0,0
James Justin,USA,0.0,0.0,0.0,0.0,4.0,0
James Liam,USA,0.0,0.0,1.0,0.0,1.0,0
James Montrell,USA,0.0,0.0,2.0,0.0,0.0,0
James Nate,USA,0.0,0.0,0.0,0.0,1.0,0
James Rick,USA,0.0,0.0,1.0,0.0,0.0,0
James Jr. Johnny,USA,0.0,0.0,0.0,0.0,1.0,0
Jamud Hector,USA,0.0,0.0,0.0,0.0,1.0,0
Jan Tariq,USA,0.0,0.0,1.0,0.0,0.0,0
Jancevicius Ricardas,USA,0.0,0.0,0.0,0.0,0.0,0
Jander Adson,USA,0.0,0.0,0.0,0.0,1.0,0
Jandiroba Virna,BRA,0.0,1.0,0.0,0.0,0.0,0
Jandozo Diego,BRA,0.0,0.0,1.0,0.0,0.0,0
Jandozo Douglas,BRA,0.0,0.0,1.0,0.0,1.0,0
Janeb Ihab,JOR,0.0,0.0,0.0,0.0,0.0,0
Janeb Yazan,JOR,0.0,0.0,0.0,0.0,0.0,0
Janecek Matt,JOR,0.0,0.0,0.0,0.0,0.0,0
Janecki Lukasz,JOR,0.0,0.0,0.0,0.0,0.0,0
Janes Ryan,CAN,0.0,1.0,0.0,7.0,1.0,0
Jang Duk Young,SKO,0.0,0.0,2.0,0.0,1.0,0
Jang Hyun Ji,SKO,0.0,0.0,0.0,0.0,1.0,0
Jang Ik Hwan,SKO,0.0,0.0,2.0,0.0,0.0,0
Jang Won Jun,SKO,0.0,0.0,0.0,0.0,1.0,0
Jang Yong Ho,SKO,0.0,0.0,0.0,0.0,1.0,0
Jangubaev Musa,RUS,0.0,0.0,2.0,0.0,1.0,0
Janic Miroslav,RUS,0.0,0.0,1.0,0.0,0.0,0
Janicic Milos,MTG,0.0,0.0,0.0,0.0,0.0,0
Janicijevic Vojislav,MTG,0.0,0.0,1.0,0.0,0.0,0
Janik Bartosz,MTG,0.0,0.0,0.0,0.0,1.0,0
Janikowski Damian,POL,0.0,4.0,3.0,1.0,0.0,0
Janiszewski Tomasz,POL,0.0,1.0,1.0,0.0,2.0,0
Janjao Janjao,POL,0.0,0.0,0.0,0.0,1.0,0
Janka Jan,POL,0.0,0.0,0.0,0.0,1.0,0
Jankovic Aleksandar,SER,0.0,0.0,0.0,0.0,1.0,0
Jankovic Slobodan,SER,0.0,0.0,0.0,0.0,2.0,0
Janmaat Ronny,SER,0.0,0.0,0.0,0.0,1.0,0
Janousek Josh,USA,0.0,3.0,1.0,2.0,0.0,0
Jansen Ben,USA,0.0,1.0,0.0,0.0,0.0,0
Jansen Dave,USA,0.0,1.0,0.0,0.0,0.0,0
Jansen Scott,USA,0.0,0.0,1.0,0.0,1.0,0
Janssen Malte,USA,0.0,0.0,1.0,0.0,0.0,0
Janssen Timothy,USA,0.0,0.0,1.0,0.0,0.0,0
Janssen Wolfgang,USA,0.0,0.0,1.0,0.0,0.0,0
Januario Aldo,USA,0.0,0.0,1.0,0.0,0.0,0
Januario Braga Rogerio,BRA,0.0,0.0,1.0,0.0,0.0,0
Janus Grzegorz,POL,0.0,0.0,0.0,0.0,1.0,0
Janusz Wojciech,POL,0.0,0.0,0.0,0.0,0.0,0
Januszewska Anna,POL,0.0,0.0,0.0,0.0,1.0,0
Januszewski Dawid,POL,0.0,0.0,0.0,0.0,0.0,0
Janvier Guillaume,POL,0.0,0.0,0.0,0.0,1.0,0
Janzemini Mehrdad,IRI,0.0,3.0,2.0,6.0,1.0,0
Jaoude Antoine,IRI,0.0,0.0,1.0,0.0,0.0,0
Japones Fabio,IRI,0.0,0.0,1.0,0.0,0.0,0
Jaquith Mark,IRI,0.0,0.0,0.0,0.0,0.0,0
Jara Diego,IRI,0.0,0.0,0.0,0.0,1.0,0
Jara Gigo,IRI,0.0,0.0,0.0,0.0,3.0,0
Jara Jaime,USA,0.0,1.0,5.0,3.0,3.0,0
Jardim Tarcisio,USA,0.0,0.0,1.0,0.0,0.0,0
Jardine Brad,USA,0.0,0.0,0.0,0.0,0.0,0
Jardine Brock,USA,0.0,5.0,3.0,4.0,1.0,0
Jardine Keith,USA,0.0,8.0,6.0,2.0,0.0,0
Jarecka Magdalena,USA,0.0,0.0,1.0,0.0,1.0,0
Jarman Raymond,NED,0.0,0.0,7.0,0.0,3.0,0
Jaromillo Mark,NED,0.0,0.0,0.0,0.0,1.0,0
Jaroslavtcev Pavel,NED,0.0,0.0,1.0,0.0,0.0,0
Jarquin Jimmy,NED,1.0,0.0,0.0,0.0,0.0,0
Jarquin Yescar,NED,0.0,0.0,0.0,0.0,1.0,0
Jartim Jaroslav,NED,0.0,0.0,2.0,0.0,1.0,0
Jarvensivu Jan,NED,0.0,0.0,0.0,0.0,1.0,0
Jarvis Dayle,NED,0.0,0.0,1.0,0.0,0.0,0
Jarvis Gedeon,NED,0.0,0.0,0.0,0.0,1.0,0
Jarvis Josh,NED,0.0,0.0,1.0,0.0,0.0,0
Jason Rony,BRA,0.0,5.0,2.0,8.0,1.0,0
Jasoor Ahmad Qais,BRA,0.0,0.0,0.0,0.0,1.0,0
Jasper Mike,USA,0.0,9.0,1.0,1.0,1.0,0
Jasse Oton,BRA,0.0,0.0,1.0,0.0,1.0,0
Jasser Flavio,BRA,0.0,0.0,1.0,0.0,0.0,0
Jasudavicius Jasmine,CAN,0.0,2.0,0.0,1.0,0.0,0
Jauregui Louis,CAN,0.0,0.0,0.0,0.0,0.0,0
Jauregui Luis,CAN,0.0,0.0,0.0,0.0,3.0,0
Jauregui Ranger,CAN,0.0,0.0,1.0,0.0,0.0,0
Jauregui Victor,CAN,0.0,0.0,1.0,0.0,0.0,0
Javicky Patrik,CAN,0.0,0.0,0.0,0.0,1.0,0
Jay Brody,USA,0.0,0.0,0.0,0.0,0.0,0
Jay Chad,USA,0.0,0.0,1.0,0.0,0.0,0
Jayloobay Jolon Uulu,USA,0.0,0.0,0.0,0.0,1.0,0
Jaynes Justin,USA,0.0,8.0,2.0,6.0,1.0,0
Jazbutis Antanas,USA,0.0,0.0,2.0,0.0,2.0,0
Jean-Francois Samantha,FRA,0.0,1.0,2.0,2.0,3.0,0
Jean-Francois Whitney,FRA,0.0,0.0,0.0,0.0,1.0,0
Jean-Jacques Terrance,FRA,0.0,0.0,1.0,0.0,0.0,0
Jebb Spencer,CAN,0.0,6.0,3.0,1.0,1.0,0
Jedidi Marcel,CAN,0.0,0.0,0.0,0.0,1.0,0
Jedraczka Arkadiusz,POL,0.0,0.0,0.0,0.0,1.0,0
Jedrzejczyk Joanna,POL,0.0,4.0,1.0,1.0,0.0,0
Jeferson Thiago,POL,0.0,0.0,0.0,0.0,1.0,0
Jefferson Vern,POL,0.0,0.0,2.0,0.0,0.0,0
Jeffery Aaron,CAN,0.0,7.0,0.0,1.0,1.0,0
Jefford Demitrius,CAN,0.0,0.0,1.0,0.0,0.0,0
Jeffrey Keith,CAN,0.0,0.0,0.0,0.0,0.0,0
Jeffrey Pete,CAN,0.0,0.0,0.0,1.0,0.0,0
Jeffries Anthony,CAN,0.0,0.0,0.0,0.0,1.0,0
Jeffries Tyson,CAN,0.0,0.0,1.0,3.0,2.0,0
Jeffro Damian,CAN,0.0,0.0,0.0,0.0,0.0,0
Jelcic Luka,CRO,0.0,4.0,2.0,5.0,0.0,0
Jeliazkov Borislav,BUL,0.0,0.0,0.0,0.0,0.0,0
Jelly Matt,BUL,0.0,0.0,0.0,0.0,0.0,0
Jenkins Adrienna,USA,0.0,0.0,0.0,7.0,2.0,0
Jenkins Brandon,USA,0.0,0.0,0.0,3.0,1.0,0
Jenkins Bubba,USA,0.0,6.0,2.0,3.0,2.0,0
Jenkins Clyde,USA,0.0,0.0,1.0,0.0,0.0,0
Jenkins Daryl,WAL,0.0,0.0,0.0,0.0,1.0,0
Jenkins Doug,WAL,0.0,1.0,3.0,0.0,2.0,0
Jenkins Dustin,WAL,0.0,0.0,0.0,0.0,1.0,0
Jenkins Greg,WAL,0.0,0.0,0.0,0.0,1.0,0
Jenkins James,WAL,0.0,0.0,0.0,0.0,1.0,0
Jenkins Jason,WAL,0.0,0.0,0.0,0.0,1.0,0
Jenkins Jeff,USA,0.0,0.0,0.0,0.0,1.0,0
Jenkins Jerry,USA,0.0,0.0,0.0,0.0,1.0,0
Jenkins Leann,USA,0.0,0.0,0.0,0.0,0.0,0
Jenkins Paul,USA,0.0,0.0,4.0,0.0,5.0,0
Jenkins Tony,USA,0.0,0.0,0.0,0.0,1.0,0
Jenkins Trent,USA,0.0,0.0,0.0,0.0,2.0,0
Jenkins Zach,USA,0.0,0.0,0.0,0.0,2.0,0
Jenks Erik,USA,0.0,0.0,0.0,0.0,1.0,0
Jenner John,USA,0.0,0.0,1.0,0.0,0.0,0
Jennerman Nate,USA,0.0,1.0,2.0,9.0,0.0,0
Jennet Cole,USA,0.0,0.0,0.0,0.0,1.0,0
Jennings Andrew,USA,0.0,0.0,0.0,0.0,1.0,0
Jennings Corey,USA,0.0,0.0,0.0,0.0,1.0,0
Jennings Dallas,USA,0.0,0.0,0.0,0.0,1.0,0
Jennings Guido,USA,0.0,0.0,0.0,0.0,1.0,0
Jennings Jerrod,USA,0.0,0.0,1.0,0.0,0.0,0
Jennings Kevin,USA,0.0,0.0,1.0,0.0,0.0,0
Jennum Steve,USA,0.0,1.0,0.0,1.0,1.0,0
Jensen Anthony,USA,0.0,0.0,1.0,0.0,0.0,0
Jensen Chris,USA,0.0,0.0,1.0,0.0,0.0,0
Jensen Franklin,USA,0.0,0.0,0.0,0.0,0.0,0
Jensen Jason,USA,0.0,0.0,1.0,0.0,0.0,0
Jensen Jay,USA,0.0,0.0,0.0,0.0,1.0,0
Jensen John,USA,0.0,0.0,1.0,0.0,1.0,0
Jensen Kurtis,USA,0.0,0.0,1.0,0.0,0.0,0
Jensen Kyle,USA,1.0,1.0,1.0,0.0,4.0,0
Jensen Ryan,USA,0.0,7.0,2.0,0.0,0.0,0
Jensen Zak,USA,0.0,0.0,2.0,0.0,1.0,0
Jenson Tim,USA,0.0,0.0,0.0,1.0,1.0,0
Jeon Chanmi,KOR,0.0,4.0,0.0,0.0,0.0,0
Jeon Chung II,KOR,0.0,0.0,0.0,0.0,0.0,0
Jeon Seul Gi,KOR,0.0,0.0,0.0,0.0,1.0,0
Jeon Uh Jin,KOR,0.0,0.0,1.0,0.0,0.0,0
Jeong Min-Joo,KOR,0.0,0.0,0.0,0.0,0.0,0
Jeong Seh-Yoon,SKO,0.0,0.0,0.0,0.0,1.0,0
Jerrell Kenny,SKO,0.0,0.0,1.0,0.0,0.0,0
Jerrico Lathan,SKO,0.0,0.0,0.0,0.0,1.0,0
Jeruszka Tomasz,SKO,0.0,0.0,0.0,0.0,0.0,0
Jesse Fasi,SKO,0.0,0.0,0.0,1.0,0.0,0
Jesser Joe,SKO,0.0,0.0,0.0,1.0,0.0,0
Jessimer Nathan,SKO,0.0,0.0,1.0,0.0,0.0,0
Jessing Thomas,DEN,0.0,0.0,0.0,0.0,0.0,0
Jessup Donnie,DEN,0.0,0.0,0.0,0.0,0.0,0
Jesus Gilcimar,DEN,0.0,0.0,0.0,0.0,1.0,0
Jesus Rodrigo,BRA,0.0,0.0,1.0,0.0,0.0,0
Jetibaeva Aida,BRA,0.0,0.0,0.0,0.0,1.0,0
Jett Ryan,USA,0.0,0.0,0.0,0.0,0.0,0
Jeudi Andres,USA,0.0,0.0,0.0,0.0,2.0,0
Jevicky Patrik,SVK,0.0,0.0,1.0,0.0,1.0,0
Jevsejcik Artur,CZE,0.0,0.0,0.0,0.0,0.0,0
Jewett Andy,CZE,0.0,0.0,0.0,0.0,1.0,0
Jewett Sy,CZE,0.0,0.0,0.0,0.0,2.0,0
Jewtuszko Maciej,POL,0.0,7.0,1.0,5.0,0.0,0
Jhamai Satisch,POL,0.0,0.0,1.0,0.0,0.0,0
Jhun Ronald,POL,0.0,0.0,4.0,0.0,6.0,0
Ji Niushiyue,POL,0.0,0.0,0.0,0.0,0.0,0
Ji Sang Hoon,SKO,0.0,0.0,1.0,0.0,0.0,0
Ji So-Min,SKO,0.0,0.0,1.0,0.0,0.0,0
Ji Xian,CHN,0.0,0.0,0.0,0.0,0.0,0
Ji Yu,USA,0.0,1.0,0.0,0.0,0.0,0
Jia Jia,USA,0.0,0.0,1.0,0.0,0.0,0
Jiang Longyun,USA,0.0,0.0,1.0,0.0,1.0,0
Jiang Nuer,USA,0.0,0.0,0.0,0.0,0.0,0
Jiang Zexian,USA,0.0,0.0,0.0,0.0,1.0,0
Jiang Zhouwen,USA,0.0,0.0,2.0,0.0,1.0,0
Jiayidaer Kaha,USA,0.0,0.0,0.0,0.0,1.0,0
Jie Han,USA,0.0,0.0,1.0,0.0,0.0,0
Jihad Atiq,USA,0.0,0.0,0.0,0.0,1.0,0
Jikuri Lasha,USA,0.0,0.0,0.0,0.0,1.0,0
Jiles Lamar,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Andrez,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Anthony,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Arnold,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Carolina,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Cristian,USA,0.0,0.0,0.0,0.0,2.0,0
Jimenez Dario,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Darnelio,USA,0.0,0.0,1.0,0.0,1.0,0
Jimenez Diego,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Gilbert,USA,0.0,1.0,4.0,1.0,0.0,0
Jimenez Juan,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Junior,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Marcos,USA,0.0,0.0,1.0,0.0,0.0,0
Jimenez Martin,USA,1.0,0.0,0.0,0.0,0.0,0
Jimenez Miguel,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Randall,USA,0.0,0.0,1.0,0.0,0.0,0
Jimenez Raul,USA,0.0,0.0,0.0,0.0,1.0,0
Jimenez Yoel,USA,0.0,0.0,0.0,0.0,0.0,0
Jimenez Garcia Annely,MEX,0.0,0.0,0.0,0.0,0.0,0
Jiminez Jeremy,MEX,0.0,0.0,0.0,0.0,1.0,0
Jiminez Garcia Jose Agustin,ESP,0.0,0.0,2.0,0.0,0.0,0
Jimmerson Art,ESP,0.0,0.0,0.0,0.0,1.0,0
Jimmo Ryan,CAN,0.0,8.0,2.0,2.0,1.0,0
Jin Bala,CHN,0.0,5.0,0.0,0.0,0.0,0
Jin Seo Woo,CHN,0.0,0.0,0.0,0.0,0.0,0
Jin Tae Ho,CHN,0.0,0.0,0.0,0.0,0.0,0
Jin Zehong,CHN,0.0,0.0,0.0,0.0,1.0,0
Jin-Yoon Seung,CHN,0.0,0.0,1.0,0.0,0.0,0
Jindrova Martina,CZE,0.0,1.0,0.0,1.0,1.0,0
Jinensibieke Asikeerbai,CZE,0.0,0.0,0.0,0.0,0.0,0
Jingliang Li,CHN,0.0,9.0,0.0,4.0,2.0,0
Jinnies Brandon,CHN,0.0,0.0,4.0,0.0,1.0,0
Jirigala Wunier,CHN,0.0,1.0,0.0,0.0,0.0,0
Jitmuangnon Rodtang,THA,0.0,0.0,0.0,0.0,0.0,0
Jivner Ricardo,THA,0.0,0.0,0.0,0.0,1.0,0
Jiyanov Beksot,THA,0.0,0.0,1.0,0.0,0.0,0
Jmour Fares,THA,0.0,0.0,1.0,0.0,0.0,0
Jo Hoon,THA,0.0,0.0,0.0,0.0,1.0,0
Jo Jung Hun,THA,0.0,0.0,0.0,0.0,0.0,0
Jo Jung Hwan,THA,0.0,0.0,1.0,0.0,0.0,0
Jo Jung Hyun,THA,0.0,0.0,0.0,0.0,1.0,0
Jo Nam Jin,SKO,1.0,0.0,0.0,0.0,0.0,0
Joanne Ilara,BRA,0.0,4.0,2.0,3.0,1.0,0
Joannes Nicholas,BRA,0.0,0.0,1.0,0.0,0.0,0
Joannes Nicolas,BRA,0.0,0.0,0.0,0.0,3.0,0
Joannie Simonie,BRA,0.0,0.0,1.0,0.0,0.0,0
Joao Anderson,BRA,0.0,0.0,1.0,0.0,0.0,0
Joao Joao,BRA,0.0,0.0,1.0,0.0,0.0,0
Joao Jonathan,BRA,0.0,0.0,1.0,0.0,0.0,0
Joaquim Silveira Diogo,BRA,0.0,0.0,3.0,0.0,0.0,0
Jobe Christina,BRA,0.0,0.0,1.0,0.0,0.0,0
Jobeun Dave,BRA,0.0,0.0,0.0,0.0,0.0,0
Joblin Kieran,NZL,0.0,0.0,0.0,0.0,0.0,0
Jochuan Eduardo,BRA,0.0,0.0,1.0,0.0,0.0,0
Jocz Robert,POL,0.0,2.0,1.0,1.0,0.0,0
Joel Danny,POL,0.0,0.0,2.0,0.0,0.0,0
Jofre Daniela,POL,0.0,0.0,1.0,0.0,0.0,0
Johansen Kim,POL,0.0,0.0,1.0,0.0,0.0,0
Johansson Christian,POL,0.0,0.0,0.0,0.0,0.0,0
John Matua,POL,0.0,0.0,0.0,0.0,0.0,0
John Mike,USA,0.0,0.0,0.0,0.0,1.0,0
John de Tomas Carls,PHI,0.0,0.0,0.0,3.0,1.0,0
Johns Brett,WAL,0.0,2.0,0.0,6.0,0.0,0
Johns Elijah,USA,0.0,3.0,0.0,0.0,0.0,0
Johns Miles,USA,0.0,4.0,1.0,2.0,0.0,0
Johns Phil,USA,0.0,1.0,2.0,1.0,3.0,0
Johns Vern,USA,0.0,0.0,0.0,0.0,1.0,0
Johnsen Curtis,USA,0.0,0.0,1.0,0.0,3.0,0
Johnson Aaron,USA,0.0,0.0,5.0,3.0,2.0,0
Johnson Anthony,USA,0.0,0.0,0.0,0.0,5.0,0
Johnson Billy,USA,0.0,0.0,1.0,0.0,2.0,0
Johnson Brad,USA,0.0,0.0,2.0,0.0,0.0,0
Johnson Brandon,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Bruce,USA,0.0,0.0,3.0,0.0,7.0,0
Johnson Casey,USA,0.0,0.0,0.0,0.0,2.0,0
Johnson Chad,USA,0.0,6.0,2.0,0.0,0.0,0
Johnson Chanti,USA,0.0,0.0,2.0,1.0,0.0,0
Johnson Charles,USA,0.0,5.0,0.0,3.0,0.0,0
Johnson Charlie,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Chase,USA,0.0,0.0,0.0,0.0,0.0,0
Johnson Chloe,USA,0.0,0.0,0.0,0.0,1.0,0
Johnson Chris,USA,0.0,0.0,3.0,0.0,2.0,0
Johnson Corey,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Craig,USA,0.0,0.0,1.0,0.0,1.0,0
Johnson Curtis,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson DaMarques,USA,0.0,6.0,6.0,7.0,6.0,0
Johnson Dan,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Dante,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Dashon,USA,0.0,5.0,0.0,3.0,2.0,0
Johnson David,USA,0.0,0.0,0.0,0.0,5.0,0
Johnson Decarlo,USA,0.0,0.0,0.0,0.0,2.0,0
Johnson Demetrious,USA,0.0,5.0,1.0,0.0,0.0,0
Johnson Derek,USA,0.0,0.0,0.0,0.0,1.0,0
Johnson Deshaun,USA,0.0,0.0,0.0,0.0,0.0,0
Johnson Devin,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Don,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Duane,USA,0.0,3.0,0.0,1.0,0.0,0
Johnson Edward,USA,0.0,0.0,1.0,0.0,0.0,0
Johnson Eric,USA,0.0,0.0,0.0,0.0,1.0,0
Johnson Evva,USA,0.0,0.0,0.0,1.0,0.0,0
