Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Yamada Sumie,JPN,0.0,0.0,0.0,0.0,1.0
Yamada Tetsuya,JPN,1.0,1.0,2.0,1.0,1.0
Yamagami Mikihito,JPN,0.0,0.0,0.0,1.0,0.0
Yamaguchi Daisuke,JPN,0.0,0.0,0.0,0.0,0.0
Yamaguchi Mamoru,JPN,0.0,8.0,1.0,2.0,3.0
Yamaguchi Marcelo,JPN,0.0,0.0,1.0,0.0,0.0
Yamaguchi Mei,JPN,0.0,2.0,0.0,8.0,0.0
Yamaguchi Mitsuru,JPN,1.0,0.0,0.0,0.0,0.0
Yamaishi Daiki,JPN,0.0,0.0,0.0,0.0,0.0
Yamaji Daisuke,JPN,0.0,0.0,1.0,0.0,0.0
Yamamiya Keiichiro,JPN,2.0,1.0,3.0,0.0,0.0
Yamamori Masaaki,JPN,0.0,0.0,1.0,0.0,0.0
Yamamoto Asen,JPN,0.0,0.0,0.0,0.0,1.0
Yamamoto Atsushi,JPN,0.0,1.0,0.0,0.0,1.0
Yamamoto Erson,JPN,0.0,1.0,1.0,0.0,3.0
Yamamoto Hisashi,JPN,0.0,0.0,0.0,0.0,0.0
Yamamoto Kenichi,JPN,0.0,0.0,2.0,1.0,1.0
Yamamoto Kenji,JPN,0.0,0.0,2.0,0.0,0.0
Yamamoto Mamoru,JPN,0.0,1.0,0.0,0.0,0.0
Yamamoto Miyu,JPN,0.0,0.0,0.0,0.0,1.0
Yamamoto Miyuu,JPN,0.0,0.0,1.0,0.0,4.0
Yamamoto Norifumi,JPN,0.0,0.0,0.0,2.0,1.0
Yamamoto Sachiko,JPN,0.0,0.0,0.0,0.0,0.0
Yamamoto Shohei,USA,0.0,1.0,3.0,0.0,0.0
Yamamoto Tadaaki,USA,1.0,0.0,0.0,0.0,1.0
Yamamoto Takayuki,USA,0.0,1.0,0.0,0.0,0.0
Yamamoto Tetsuya,JPN,0.0,0.0,1.0,0.0,1.0
Yamamoto Tricky,JPN,0.0,0.0,0.0,0.0,1.0
Yamamoto Yoshihisa,JPN,0.0,3.0,3.0,2.0,3.0
Yamamoto Yuki,JPN,3.0,5.0,2.0,1.0,4.0
Yamanaka Hiroko,JPN,0.0,2.0,0.0,2.0,1.0
Yamanaka Kenji,JPN,0.0,0.0,0.0,0.0,1.0
Yamanbaev Ruslan,JPN,1.0,0.0,0.0,0.0,1.0
Yamanoi Higor,BRA,0.0,0.0,0.0,0.0,0.0
Yamasaki Fernando,BRA,0.0,0.0,0.0,0.0,0.0
Yamasaki Mario,BRA,0.0,0.0,0.0,0.0,0.0
Yamasaki Susumu,BRA,0.0,0.0,0.0,0.0,1.0
Yamasaki Yuki,BRA,0.0,0.0,0.0,0.0,0.0
Yamashev Rustam,BRA,0.0,0.0,0.0,0.0,1.0
Yamashita Gota,BRA,0.0,0.0,1.0,0.0,1.0
Yamashita Hiroki,BRA,0.0,0.0,0.0,0.0,0.0
Yamashita Satoshi,BRA,0.0,0.0,0.0,0.0,0.0
Yamashita Shiko,JPN,0.0,0.0,0.0,0.0,0.0
Yamashita Takashi,JPN,0.0,1.0,0.0,0.0,1.0
Yamashita Tsuyoshi,JPN,0.0,0.0,1.0,0.0,0.0
Yamasu Satoshi,JPN,0.0,0.0,1.0,0.0,0.0
Yamato Tetsuya,JPN,0.0,0.0,0.0,0.0,0.0
Yamauchi Goiti,JPN,0.0,2.0,0.0,0.0,0.0
Yamauchi Nobuhiro,JPN,0.0,0.0,1.0,0.0,0.0
Yamauchi Shyudi,JPN,0.0,0.0,0.0,0.0,0.0
Yamazaki Akihiro,JPN,0.0,0.0,0.0,0.0,1.0
Yamazaki Takeshi,JPN,0.0,0.0,0.0,0.0,0.0
Yamazaki Yuko,JPN,0.0,0.0,0.0,0.0,0.0
Yamilkhanov Bashir,JPN,0.0,0.0,1.0,0.0,0.0
Yamit Lorde Rey,JPN,0.0,0.0,1.0,0.0,0.0
Yan Bo,JPN,0.0,0.0,1.0,0.0,1.0
Yan Petr,RUS,0.0,7.0,0.0,1.0,0.0
Yan Qihui,RUS,0.0,7.0,2.0,2.0,1.0
Yan Xibo,RUS,0.0,0.0,0.0,0.0,1.0
Yan Zhiyuan,RUS,0.0,0.0,0.0,0.0,0.0
Yanagi Yuichiro,RUS,0.0,0.0,0.0,0.0,1.0
Yanagisawa Masaki,RUS,0.0,0.0,1.0,0.0,0.0
Yanagisawa Ryushi,RUS,0.0,0.0,0.0,0.0,1.0
Yanan Wu,CHN,0.0,7.0,1.0,2.0,0.0
Yancy Darius,CHN,0.0,0.0,0.0,0.0,2.0
Yandiev Abukar,RUS,0.0,4.0,0.0,5.0,1.0
Yandiev Adam,RUS,0.0,3.0,0.0,6.0,1.0
Yanez Adrian,USA,0.0,9.0,0.0,2.0,0.0
Yanez Desiree,USA,0.0,2.0,0.0,1.0,1.0
Yanez Raymond,USA,0.0,0.0,1.0,0.0,2.0
Yang Chongfu,USA,0.0,0.0,0.0,0.0,0.0
Yang Dongi,KOR,0.0,0.0,0.0,1.0,0.0
Yang Hae Jun,SKO,0.0,0.0,1.0,0.0,0.0
Yang Jianbing,CHN,0.0,0.0,0.0,0.0,0.0
Yang Jianping,CHN,1.0,2.0,1.0,4.0,1.0
Yang Jin Ho,CHN,0.0,0.0,1.0,0.0,0.0
Yang Kyung,CHN,0.0,0.0,1.0,0.0,0.0
Yang Liang,CHN,0.0,0.0,0.0,0.0,1.0
Yang Seo Woo,CHN,0.0,0.0,0.0,0.0,1.0
Yang Seong Ho,SKO,0.0,0.0,0.0,0.0,0.0
Yang Zhuo,CHN,0.0,0.0,0.0,0.0,1.0
Yanior Aguilera Christofer,CHN,0.0,0.0,0.0,0.0,1.0
Yanishev Alexander,RUS,0.0,0.0,0.0,0.0,1.0
Yankova Anastasia,RUS,0.0,0.0,0.0,2.0,0.0
Yankovich Duda,BRA,0.0,0.0,2.0,1.0,1.0
Yankovski Umar,KAZ,0.0,0.0,1.0,0.0,0.0
Yano Masutatsu,KAZ,0.0,0.0,1.0,0.0,0.0
Yano Takumi,KAZ,0.0,0.0,0.0,0.0,1.0
Yao Honggang,KAZ,0.0,0.0,1.0,0.0,1.0
Yao Zhuikui,CHN,0.0,0.0,0.0,0.0,0.0
Yaozong Hu,CHN,0.0,2.0,0.0,1.0,2.0
Yarboro Adrien,CHN,0.0,0.0,0.0,0.0,1.0
Yarborough Emmanuel,CHN,0.0,0.0,2.0,0.0,0.0
Yarborough Emmanuel,CHN,0.0,0.0,2.0,0.0,0.0
Yarbrough Cale,CHN,0.0,2.0,1.0,1.0,1.0
Yarbrough Lane,CHN,0.0,0.0,1.0,0.0,0.0
Yari Maziar,IRI,0.0,0.0,1.0,0.0,0.0
Yariwaki Caroline,BRA,0.0,4.0,0.0,2.0,0.0
Yashaev Islam,RUS,0.0,0.0,1.0,0.0,1.0
Yashima Yuki,RUS,0.0,0.0,0.0,0.0,0.0
Yaskovets Sergey,RUS,0.0,0.0,0.0,0.0,0.0
Yasuda Ken,RUS,0.0,0.0,1.0,0.0,0.0
Yasuda Tadao,RUS,0.0,0.0,0.0,0.0,1.0
Yasuhiro Kazuya,RUS,0.0,0.0,0.0,0.0,3.0
Yasui Jake,RUS,0.0,0.0,0.0,0.0,1.0
Yasumi Kohei,RUS,0.0,0.0,1.0,0.0,0.0
Yasunaga Yuki,RUS,0.0,2.0,2.0,0.0,3.0
Yasuoka Kazuyuki,RUS,0.0,0.0,1.0,0.0,0.0
Yates Andrew,USA,0.0,3.0,0.0,5.0,2.0
Yates Byron,USA,0.0,0.0,0.0,0.0,0.0
Yates Dan,USA,0.0,0.0,0.0,0.0,0.0
Yates Kasey,USA,0.0,0.0,1.0,0.0,0.0
Yates-Taui Wade,USA,0.0,0.0,0.0,0.0,0.0
Yatseniuk Oleg,USA,0.0,0.0,0.0,0.0,1.0
Yatsu Yoshiaki,USA,0.0,0.0,2.0,0.0,0.0
Yauger Alice,USA,0.0,1.0,2.0,0.0,0.0
Yavo Steve,USA,0.0,0.0,0.0,0.0,1.0
Yavorskaya Vladena,UKR,0.0,0.0,1.0,1.0,2.0
Ybara Jeremy,UKR,0.0,0.0,0.0,0.0,1.0
Ybarra Patrick,USA,0.0,1.0,1.0,4.0,0.0
Ye Yuan,USA,0.0,0.0,0.0,0.0,1.0
Yeager Jeremiah,USA,0.0,0.0,1.0,0.0,1.0
Yeampierre Joe,USA,0.0,0.0,1.0,0.0,0.0
Yee Chris,USA,0.0,0.0,1.0,0.0,1.0
Yeersunaili Wuerken,USA,0.0,0.0,0.0,0.0,2.0
Yendall Peter,USA,0.0,0.0,1.0,0.0,0.0
Yeo Dominic,USA,0.0,0.0,1.0,0.0,0.0
Yeoh Melvin,USA,0.0,0.0,0.0,0.0,0.0
Yeon Jung Chul,USA,0.0,0.0,1.0,0.0,0.0
Yepez Jose,ITA,0.0,0.0,0.0,0.0,1.0
Yermolaev Dmitry,ITA,0.0,0.0,0.0,0.0,1.0
Yeung David,ITA,1.0,0.0,0.0,0.0,0.0
Yeung Kenny,ITA,0.0,0.0,0.0,0.0,0.0
Yi Zha,ITA,0.0,0.0,1.0,0.0,0.0
Yibugele Yibugele,ITA,0.0,0.0,2.0,0.0,1.0
Yilmaz Serkan,ITA,0.0,0.0,0.0,0.0,1.0
Yim John,ITA,0.0,0.0,1.0,0.0,0.0
Yincang Bao,CHN,0.0,4.0,2.0,1.0,3.0
Ynojos Daniel,CHN,0.0,0.0,1.0,0.0,0.0
Yoder Ashley,USA,0.0,0.0,0.0,4.0,0.0
Yoder Dave,USA,0.0,0.0,1.0,0.0,0.0
Yohn Sonny,USA,0.0,0.0,0.0,1.0,0.0
Yokoi Hirotaka,USA,0.0,1.0,3.0,1.0,1.0
Yokota Kazunori,USA,2.0,0.0,3.0,0.0,2.0
Yokoyama Kyosuke,JPN,0.0,0.0,0.0,0.0,1.0
Yokoyama Mario Sergio,JPN,0.0,0.0,0.0,1.0,0.0
Yokoyama Toshihiko,JPN,0.0,0.0,1.0,0.0,0.0
Yokubov Furkatbek,JPN,0.0,0.0,1.0,0.0,0.0
Yoldoshev Melis,JPN,0.0,0.0,0.0,0.0,0.0
Yoneyama Chihaya,JPN,0.0,0.0,0.0,0.0,1.0
Yonezawa Chisa,JPN,0.0,0.0,0.0,0.0,2.0
Yong E,JPN,0.0,0.0,1.0,0.0,1.0
Yong Roberto,USA,0.0,3.0,1.0,0.0,3.0
Yonkers Travis,USA,0.0,0.0,0.0,0.0,0.0
Yoo In Seok,USA,0.0,0.0,0.0,0.0,1.0
Yoo Jae Nam,SKO,0.0,0.0,1.0,0.0,0.0
Yoo John,SKO,0.0,0.0,1.0,0.0,0.0
Yoo Sang Hoon,KOR,0.0,3.0,1.0,0.0,0.0
Yoon Chul,SKO,0.0,0.0,0.0,0.0,1.0
Yoon Dong Sik,SKO,0.0,0.0,3.0,1.0,1.0
Yoon Soon Myung,SKO,0.0,0.0,0.0,0.0,0.0
Yoon Tae Seung,SKO,0.0,0.0,1.0,0.0,0.0
York Chris,SKO,0.0,0.0,0.0,0.0,1.0
York Clayton,USA,0.0,2.0,0.0,1.0,1.0
York Jim,USA,0.0,1.0,1.0,1.0,1.0
Yoshida Baret,USA,0.0,0.0,2.0,0.0,0.0
Yoshida Hidehiko,JPN,1.0,0.0,2.0,6.0,1.0
Yoshida Kevin,JPN,0.0,0.0,0.0,0.0,0.0
Yoshida Koji,JPN,1.0,0.0,0.0,2.0,0.0
Yoshida Makato,JPN,0.0,0.0,1.0,0.0,0.0
Yoshida Masako,JPN,0.0,0.0,1.0,0.0,1.0
Yoshida Sean,JPN,0.0,0.0,0.0,0.0,1.0
Yoshida Tadasuke,JPN,0.0,1.0,0.0,0.0,0.0
Yoshida Tomohiko,JPN,0.0,0.0,0.0,1.0,0.0
Yoshida Yoshiyuki,JPN,0.0,7.0,3.0,6.0,0.0
Yoshihiro Yamaniha Alan,BRA,0.0,1.0,0.0,0.0,2.0
Yoshikawa Wataru,BRA,0.0,0.0,0.0,0.0,1.0
Yoshimoto Koji,BRA,1.0,0.0,0.0,0.0,0.0
Yoshimura Joao Batista,BRA,0.0,0.0,1.0,0.0,0.0
Yoshio Souza Marcos,BRA,0.0,0.0,1.0,0.0,0.0
Yoshioka Hiroaki,BRA,0.0,0.0,1.0,0.0,0.0
Yoshioka Hirotaka,BRA,0.0,0.0,0.0,0.0,0.0
Yoshitake Nobuhiro,JPN,0.0,0.0,1.0,0.0,0.0
Yoshizawa Ryoji,JPN,1.0,0.0,0.0,0.0,0.0
Yost David,JPN,0.0,0.0,0.0,0.0,1.0
Yotawan Jasita,JPN,0.0,0.0,1.0,0.0,0.0
You Ga Bu Huo,JPN,0.0,0.0,0.0,0.0,0.0
Youmbi Emerick,JPN,0.0,1.0,0.0,0.0,2.0
Younes Malihe,JPN,0.0,0.0,0.0,0.0,0.0
Young Aaron,JPN,0.0,0.0,1.0,0.0,0.0
Young Andy,NIR,0.0,2.0,2.0,3.0,1.0
Young Andy,NIR,0.0,0.0,0.0,0.0,0.0
Young Artenas,USA,0.0,4.0,2.0,0.0,2.0
Young B.J.,USA,0.0,0.0,0.0,1.0,0.0
Young Chris,USA,0.0,0.0,0.0,0.0,1.0
Young Davi,USA,0.0,0.0,0.0,0.0,0.0
Young David,USA,0.0,0.0,0.0,0.0,0.0
Young Duncan,USA,0.0,0.0,1.0,0.0,0.0
Young Frank,USA,0.0,0.0,1.0,0.0,3.0
Young Gary,USA,0.0,0.0,0.0,0.0,1.0
Young Jack,ENG,0.0,0.0,0.0,0.0,1.0
Young Jason,ENG,0.0,3.0,1.0,1.0,3.0
Young Jordan,USA,0.0,1.0,0.0,9.0,0.0
Young Kaitlin,USA,0.0,8.0,3.0,0.0,3.0
Young Lionel,USA,0.0,0.0,2.0,0.0,3.0
Young Loveth,USA,1.0,2.0,0.0,1.0,0.0
Young Mark,USA,0.0,0.0,0.0,0.0,2.0
Young Micky,USA,0.0,1.0,1.0,0.0,0.0
Young Mike,USA,0.0,0.0,1.0,0.0,0.0
Young Sam,USA,0.0,0.0,0.0,0.0,1.0
Young Savant,USA,0.0,0.0,0.0,0.0,0.0
Young Shane,NZL,0.0,6.0,1.0,4.0,0.0
Young Shanna,USA,0.0,1.0,1.0,3.0,2.0
Young Steve,USA,0.0,0.0,0.0,0.0,1.0
Young Trenell,USA,0.0,1.0,1.0,2.0,5.0
Young Trenell,USA,0.0,0.0,0.0,0.0,1.0
Young Trenell,USA,0.0,0.0,0.0,0.0,1.0
Young Woody,USA,0.0,0.0,0.0,0.0,1.0
Younis Michael,USA,0.0,0.0,0.0,0.0,1.0
Yount Matt,USA,0.0,0.0,1.0,0.0,0.0
Yousaf Shoaib,ENG,0.0,0.0,0.0,0.0,0.0
Yousef Besam,SWE,0.0,2.0,0.0,4.0,2.0
Yousefi Behrang,SWE,0.0,0.0,1.0,0.0,1.0
Yousefi Hasan,IRI,0.0,0.0,0.0,0.0,0.0
Yousefi Hassan,IRI,0.0,1.0,0.0,0.0,0.0
Yousefi Siyam,USA,0.0,0.0,0.0,0.0,1.0
Yozen Masashi,JPN,0.0,0.0,0.0,0.0,0.0
Yrjola Ville,FIN,0.0,0.0,0.0,0.0,0.0
Yu Jung Yong,SKO,0.0,0.0,0.0,0.0,1.0
Yu Woo Sung,SKO,0.0,0.0,1.0,0.0,0.0
Yu Young,SKO,0.0,0.0,0.0,0.0,0.0
Yuan Chunbo,SKO,0.0,0.0,2.0,0.0,0.0
Yuasa Tomokazu,JPN,1.0,0.0,0.0,0.0,0.0
Yueksel Mehmet,JPN,0.0,0.0,0.0,0.0,1.0
Yuguem Ricardo,JPN,0.0,0.0,0.0,0.0,0.0
Yuichi Ohashi,JPN,0.0,0.0,1.0,0.0,0.0
Yuiga Yuiga,JPN,0.0,0.0,0.0,0.0,0.0
Yuk Jin Soo,JPN,0.0,0.0,0.0,0.0,1.0
Yukari Yukari,JPN,0.0,0.0,0.0,0.0,0.0
Yuldasheva Mashhura,JPN,0.0,0.0,0.0,0.0,1.0
Yun Han Ten,JPN,0.0,0.0,0.0,0.0,0.0
Yundt Rob,JPN,0.0,0.0,0.0,0.0,2.0
Yunfeng Li,JPN,0.0,0.0,0.0,0.0,0.0
Yunker Brian,JPN,0.0,0.0,0.0,0.0,1.0
Yunker Tristan,JPN,0.0,0.0,2.0,2.0,1.0
Yunusov Abkerim,RUS,0.0,0.0,0.0,0.0,1.0
Yunusov Dzhihad,RUS,0.0,0.0,0.0,0.0,2.0
Yurchenko Vladislav,UKR,0.0,0.0,0.0,0.0,1.0
Yushko Vladimir,UKR,0.0,0.0,0.0,0.0,0.0
Yusubov Shahvalat,UKR,0.0,0.0,0.0,0.0,0.0
Yusuf Panicos,CYP,0.0,0.0,0.0,0.0,1.0
Yusuff Sodiq,NGR,0.0,6.0,1.0,0.0,0.0
Yusupov Abdulkhamid,RUS,0.0,0.0,0.0,0.0,0.0
Yusupov Magomed,RUS,0.0,0.0,0.0,0.0,0.0
Yusupov Maksadzhon,RUS,0.0,0.0,0.0,0.0,0.0
Yusupov Murad,RUS,0.0,0.0,0.0,0.0,1.0
Yusupov Rashid,RUS,0.0,6.0,1.0,2.0,0.0
Yusupov Zalimkhan,RUS,0.0,0.0,1.0,0.0,0.0
Yvel Gilbert,NED,0.0,0.0,0.0,6.0,2.0
