Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Parker Josh,USA,0.0,0.0,1.0,0.0,1.0
Parker Justin,USA,0.0,0.0,0.0,0.0,1.0
Parker Larry,USA,0.0,0.0,2.0,0.0,0.0
Parker Michael,USA,0.0,2.0,1.0,6.0,1.0
Parker Mitch,USA,0.0,0.0,0.0,0.0,1.0
Parker Montell,USA,0.0,0.0,1.0,0.0,0.0
Parker Oliver,USA,0.0,0.0,1.0,0.0,0.0
Parker Olivia,USA,0.0,1.0,0.0,2.0,2.0
Parker Ricky,USA,0.0,0.0,0.0,0.0,0.0
Parker Roderick,USA,0.0,0.0,0.0,0.0,1.0
Parker Ryan,USA,0.0,0.0,0.0,0.0,4.0
Parker Seth,USA,0.0,0.0,0.0,0.0,1.0
Parker Sidiah,USA,0.0,0.0,1.0,0.0,2.0
Parker Tony,USA,0.0,0.0,1.0,0.0,3.0
Parker Tyra,USA,0.0,0.0,0.0,0.0,2.0
Parkhurst Wes,USA,0.0,0.0,0.0,0.0,1.0
Parks Dennis,USA,0.0,0.0,1.0,0.0,3.0
Parks Jamal,USA,0.0,0.0,1.0,0.0,0.0
Parks Willie,USA,0.0,0.0,1.0,0.0,1.0
Parks Jr. Quinton,USA,0.0,1.0,0.0,0.0,2.0
Parlo Mikkel,DEN,0.0,7.0,1.0,1.0,0.0
Parmelee Chuck,DEN,0.0,1.0,0.0,0.0,2.0
Parmelee Nate,DEN,0.0,0.0,1.0,0.0,0.0
Parnasse Salahdine,FRA,0.0,2.0,1.0,5.0,0.0
Parobiec Lukasz,POL,0.0,8.0,2.0,3.0,4.0
Parpart Ben,POL,0.0,0.0,0.0,0.0,1.0
Parr Ken,POL,0.0,0.0,0.0,0.0,1.0
Parr Steve,ENG,0.0,0.0,1.0,0.0,0.0
Parra III Richard,USA,0.0,2.0,1.0,0.0,0.0
Parreno David,USA,0.0,0.0,1.0,0.0,0.0
Parrish Ben,USA,0.0,1.0,1.0,4.0,0.0
Parrish Dustin,USA,1.0,0.0,2.0,0.0,0.0
Parsons Jonny,USA,0.0,6.0,1.0,0.0,0.0
Parsons Jordan,USA,0.0,3.0,1.0,3.0,0.0
Parsons Preston,USA,0.0,0.0,2.0,9.0,1.0
Parsons Steve,USA,0.0,0.0,0.0,0.0,0.0
Parubchenko Dmitriy,USA,0.0,0.0,1.0,0.0,0.0
Parubchenko Vladislav,UKR,0.0,3.0,1.0,0.0,0.0
Parungao Onassis,UKR,0.0,1.0,0.0,0.0,0.0
Paré Matt,USA,0.0,0.0,0.0,0.0,0.0
Pascavage Lewis,USA,0.0,0.0,1.0,0.0,0.0
Paschalidis Giorgos,GRE,0.0,0.0,0.0,0.0,1.0
Pascu Ion,ROM,0.0,9.0,0.0,4.0,1.0
Pascual Ramona,ROM,0.0,4.0,1.0,1.0,1.0
Pascucci Austin,ROM,0.0,0.0,1.0,1.0,2.0
Pascuzzi Sam,ROM,0.0,0.0,0.0,0.0,0.0
Pashkov Maxim,UKR,0.0,0.0,1.0,0.0,1.0
Pashnina Elena,RUS,0.0,0.0,0.0,0.0,0.0
Pasquale Cody,USA,0.0,0.0,0.0,1.0,0.0
Passos Tiago,USA,0.0,0.0,2.0,0.0,1.0
Pastenes Marcos,USA,0.0,0.0,1.0,0.0,0.0
Pasternak Dawid,USA,0.0,0.0,0.0,0.0,1.0
Pasternak Michal,POL,0.0,4.0,1.0,3.0,1.0
Pastor Mikael,POL,0.0,0.0,1.0,0.0,0.0
Pastor Olivier,POL,0.0,0.0,0.0,0.0,0.0
Pastoriza Vitor,POL,0.0,0.0,0.0,0.0,1.0
Pastorov Alexey,POL,0.0,0.0,0.0,0.0,0.0
Pastou Michael,POL,0.0,1.0,0.0,0.0,1.0
Pastuch Roberto,POL,0.0,0.0,1.0,1.0,0.0
Patarcic Sidarta,SER,0.0,0.0,0.0,0.0,1.0
Patel Sarika,SER,0.0,0.0,1.0,0.0,0.0
Paterno Stefano,ITA,0.0,8.0,0.0,3.0,0.0
Paterson Martin,ITA,0.0,0.0,1.0,0.0,0.0
Pati Jhonoven,USA,0.0,5.0,2.0,1.0,2.0
Patino Jason,USA,0.0,0.0,0.0,1.0,0.0
Patino Jorge,BRA,0.0,0.0,0.0,0.0,0.0
Patino Randy,BRA,0.0,0.0,0.0,1.0,0.0
Patishnock Richard,USA,0.0,1.0,6.0,1.0,0.0
Patlan Patrick,USA,0.0,0.0,0.0,0.0,0.0
Patrascu Mircea,USA,0.0,0.0,0.0,0.0,1.0
Patricia Daniela Cristina,USA,0.0,0.0,1.0,0.0,0.0
Patrick Alan,BRA,0.0,4.0,2.0,2.0,0.0
Patrick Claude,CAN,0.0,3.0,0.0,9.0,0.0
Patrick Paul,USA,0.0,0.0,0.0,0.0,2.0
Patrick Russell,USA,0.0,0.0,1.0,0.0,0.0
Patrick Thomas,USA,0.0,0.0,1.0,0.0,0.0
Patrocinio Gilbert,USA,0.0,0.0,0.0,0.0,1.0
Patt Michael,USA,0.0,0.0,3.0,2.0,0.0
Patteri Marko,FIN,0.0,0.0,1.0,0.0,0.0
Patterson Franklin,FIN,0.0,0.0,1.0,0.0,0.0
Patterson Jamal,FIN,0.0,0.0,2.0,0.0,0.0
Patterson Justin,USA,0.0,5.0,2.0,1.0,2.0
Patterson Kirt,USA,0.0,0.0,0.0,0.0,1.0
Patterson Nick,AUS,1.0,0.0,1.0,1.0,0.0
Patterson Sarah,USA,0.0,1.0,2.0,3.0,2.0
Patterson Scott,USA,0.0,0.0,0.0,0.0,0.0
Patterson Steve,USA,0.0,0.0,1.0,0.0,0.0
Patterson Walter,USA,0.0,0.0,0.0,0.0,0.0
Patusco Danilo,BRA,0.0,0.0,0.0,0.0,1.0
Pauga Zac,BRA,0.0,1.0,0.0,0.0,0.0
Paul Dave,BRA,0.0,0.0,0.0,0.0,1.0
Paul Fritz,BRA,0.0,0.0,0.0,0.0,0.0
Paul Jake,BRA,0.0,0.0,1.0,0.0,1.0
Paul Matthew,USA,0.0,0.0,0.0,0.0,2.0
Paulet Andre,USA,0.0,0.0,0.0,0.0,1.0
Pauling Dan,USA,0.0,0.0,1.0,0.0,0.0
Paulino Johansser,DOM,0.0,0.0,0.0,0.0,0.0
Paulino Julio,DOM,0.0,2.0,0.0,0.0,0.0
Paulista Leandro,BRA,0.0,0.0,1.0,0.0,0.0
Pauliuk Shawn,CAN,0.0,0.0,0.0,0.0,1.0
Paulo Antonio,CAN,0.0,0.0,0.0,0.0,1.0
Paulo Joao,CAN,0.0,0.0,6.0,0.0,2.0
Paulo Marcos,CAN,0.0,0.0,1.0,0.0,0.0
Paulo de Carvalho Joao,CAN,0.0,0.0,1.0,0.0,0.0
Paulo Henrique Teodoro de Oliveira,BRA,0.0,0.0,1.0,0.0,0.0
Paulon Fernando,BRA,0.0,0.0,0.0,0.0,0.0
Paulsen Devin,BRA,0.0,0.0,0.0,0.0,0.0
Paulson R.J.,BRA,0.0,0.0,1.0,0.0,0.0
Paulson Shane,BRA,0.0,0.0,0.0,0.0,1.0
Paun Joe,BRA,0.0,0.0,0.0,0.0,0.0
Paun John,BRA,1.0,0.0,0.0,0.0,0.0
Pauro Tahu,BRA,0.0,0.0,0.0,0.0,1.0
Pavao Anderson,BRA,0.0,0.0,0.0,0.0,0.0
Pavelka Lubos,BRA,0.0,0.0,1.0,0.0,0.0
Paves Andy,BRA,0.0,0.0,0.0,0.0,0.0
Pavlenko Stanislav,BRA,0.0,0.0,1.0,0.0,0.0
Pavljuk Aleksandr,BRA,0.0,0.0,1.0,0.0,0.0
Pavlov Alexey,BRA,0.0,0.0,0.0,0.0,1.0
Pavlovic Uros,BRA,0.0,0.0,1.0,0.0,0.0
Pavlovich Sergei,RUS,0.0,0.0,0.0,0.0,0.0
Pavon Sergio,RUS,0.0,0.0,1.0,0.0,0.0
Pawelek Roma,USA,0.0,1.0,0.0,0.0,0.0
Pawlak Pawel,POL,0.0,9.0,0.0,3.0,0.0
Pawlik Artur,POL,0.0,0.0,0.0,0.0,0.0
Payan Estevan,USA,0.0,6.0,7.0,3.0,1.0
Payant Sarah,USA,0.0,1.0,1.0,1.0,1.0
Payne Danny,USA,0.0,0.0,0.0,0.0,3.0
Payne David,USA,0.0,0.0,0.0,0.0,1.0
Payne Eric,USA,0.0,0.0,0.0,1.0,0.0
Payne Josh,USA,0.0,0.0,0.0,0.0,0.0
Payne Rex,USA,0.0,0.0,2.0,0.0,1.0
Payne Roland,USA,0.0,0.0,2.0,0.0,0.0
Payne Tristan,USA,0.0,0.0,0.0,0.0,1.0
Paz George,USA,0.0,0.0,0.0,0.0,1.0
Pazanin Matthew,USA,0.0,0.0,0.0,0.0,0.0
Pazenko Anton,USA,0.0,0.0,1.0,0.0,0.0
Pe Alldyr,BRA,0.0,0.0,0.0,0.0,1.0
Pea Matt,BRA,0.0,0.0,0.0,0.0,0.0
Peace Orlando,BRA,0.0,0.0,0.0,0.0,1.0
Peacock Russell,ENG,0.0,0.0,0.0,1.0,0.0
Peacock Tim,ENG,0.0,0.0,1.0,0.0,1.0
Peak Chris,ENG,0.0,0.0,1.0,1.0,6.0
Peak Travis,ENG,0.0,0.0,1.0,1.0,0.0
Peake Ryan,USA,0.0,0.0,0.0,0.0,1.0
Pearce Jonathan,USA,0.0,8.0,1.0,2.0,2.0
Pearce Michelle,USA,0.0,0.0,0.0,0.0,1.0
Pearman Brian,USA,0.0,0.0,0.0,0.0,1.0
Pearson Charlie,USA,0.0,0.0,0.0,0.0,0.0
Pearson Charlie,USA,0.0,1.0,0.0,0.0,1.0
Pearson Danny,USA,0.0,0.0,1.0,0.0,0.0
Pearson Joe,USA,0.0,0.0,7.0,2.0,6.0
Pearson Kevin,USA,0.0,0.0,0.0,0.0,1.0
Pearson Ross,ENG,0.0,7.0,6.0,5.0,2.0
Pearson Rusty,ENG,0.0,0.0,0.0,0.0,1.0
Peatrowsky Micah,ENG,0.0,0.0,0.0,0.0,0.0
Peba Junior,ENG,0.0,0.0,0.0,0.0,1.0
Pecalj Vlatko,ENG,0.0,0.0,0.0,0.0,1.0
Pecanha Leonardo,BRA,0.0,0.0,3.0,3.0,1.0
Pecanha Ricardo,BRA,0.0,0.0,1.0,0.0,0.0
Pecastaing Joshua,AUS,0.0,0.0,1.0,0.0,0.0
Pecero Chris,USA,0.0,4.0,3.0,6.0,2.0
Peche Jay,USA,0.0,0.0,1.0,0.0,0.0
Peck Gary,USA,0.0,0.0,1.0,0.0,0.0
Peclat Diego,USA,1.0,0.0,0.0,0.0,1.0
Pecoraro Flavio,USA,0.0,0.0,1.0,0.0,0.0
Pecyna Johnny,USA,0.0,0.0,0.0,0.0,2.0
Pederneiras Andre,USA,1.0,0.0,1.0,0.0,0.0
Pedersen Scott,WAL,0.0,0.0,0.0,1.0,1.0
Pedersoli Carlo,USA,0.0,3.0,2.0,4.0,0.0
Pedigo Luke,USA,0.0,0.0,0.0,0.0,1.0
Pedra Antonio,USA,0.0,0.0,0.0,0.0,0.0
Pedral Erik,BRA,0.0,0.0,1.0,0.0,0.0
Pedreira Max,BRA,0.0,0.0,1.0,0.0,0.0
Pedreno Tom,BRA,0.0,0.0,1.0,0.0,0.0
Pedro Daniel,BRA,0.0,0.0,1.0,0.0,0.0
Pedro Matt,BRA,0.0,0.0,0.0,1.0,0.0
Pedro Mike,USA,0.0,0.0,1.0,0.0,0.0
Pedro Tyson,AUS,0.0,2.0,1.0,5.0,1.0
Pedroso Alexandre,AUS,0.0,0.0,1.0,0.0,1.0
Pedroso Andre,AUS,0.0,0.0,0.0,0.0,1.0
Pedroso Diego,BRA,0.0,0.0,0.0,0.0,1.0
Pedroso Edval,BRA,0.0,0.0,0.0,0.0,1.0
