Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
D'Agostino Anthony,,0,1,0,0,0,0,1
D'Alelio Sarah,USA,,,,1,1,8,2
D'Alseco Rafael,USA,0,1,0,0,1,0,0
D'amato Sal,USA,,,,,,,
D'Ambrosio Orlando,ITA,0,3,0,0,0,0,2
D'Angelo Anthony,ITA,1,2,0,0,1,1,0
D'Angelo Augustus,USA,0,1,0,0,1,0,0
D'Angelo Daniele,ITA,0,1,0,0,1,0,0
D'Angelo Kelly,USA,4,4,0,1,1,1,0
D'Angelo Mike,USA,0,2,0,0,2,0,0
D'Anna Simone,ITA,0,3,0,0,2,0,1
D'Arce Joe,USA,1,0,0,0,0,1,0
D'Auguste Laura,USA,1,0,0,0,0,0,0
D'auria Leonardo,USA,0,4,0,0,2,0,1
D'Avila Diego,BRA,1,3,0,0,2,1,0
D'eligio Raffaele,BRA,0,1,0,0,0,0,1
D'Hue Gary,BRA,1,0,0,0,0,0,0
D'Onofrio Evasio,BRA,0,3,0,0,3,0,0
da Conceicao Adenes,BRA,0,1,0,0,0,0,0
da Conceicao Fabiano,BRA,,,,8,1,,
da Conceicao Jamil Silveira,BRA,2,6,0,0,1,1,2
da Conceicao John Teixeira,BRA,0,0,1,0,0,0,0
da Conceicao Lizianne Silveira,BRA,0,1,0,0,0,0,1
da Conceicao Rogerio Matias,BRA,,,,,,1,1
da Conceicao Justino Cristiano,BRA,0,1,0,0,1,0,0
da Costa Egidio,BRA,0,1,0,0,1,0,0
da Costa Jadison,BRA,0,0,0,0,0,0,0
da Costa Levi,BRA,0,2,0,0,2,0,0
da Costa Raniel,BRA,0,1,0,0,1,0,0
da Costa Stephane,BRA,0,1,0,0,0,0,1
da Costa Dantas Allan Miguel,BRA,0,2,0,0,2,0,0
da Costa Jr. Mario,BRA,0,1,0,0,0,0,0
da Costa Rodrigues Antonio Roberto,BRA,0,1,0,0,0,0,0
da Fonseca Melo Jr.,BRA,0,1,0,0,0,0,0
Da Hora Santana Edezio,BRA,0,1,0,0,0,0,1
da Matta Marcos,USA,1,1,0,0,0,0,1
Da Morte Joao,USA,0,1,0,0,1,0,0
da Paixao Luis Eduardo,USA,0,1,1,0,1,0,0
da Paz Josema Jose,USA,0,2,0,0,0,0,1
