Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Sanchez Yamila,USA,0,2,0,0,1,0,0
Sanchez-Birch Jessica,USA,0,2,0,0,1,0,0
Sandefur Brandon,USA,0,1,0,0,1,0,0
Sanders Dedrek,USA,0,3,0,0,2,0,1
Sanders Dekaire,USA,0,1,0,0,0,0,1
Sanders Jeremija,USA,0,2,0,0,1,0,1
Sanders Jerrod,USA,,,,2,1,6,2
Sanders Jesse,USA,0,1,0,0,0,0,1
Sanders John,USA,,,,,,,
Sanders Jordan,USA,0,1,0,0,1,0,0
Sanders Kacey Joe,USA,0,1,0,0,1,0,0
Sanders Luke,USA,,,,7,1,2,3
Sanders Roy,USA,0,2,0,0,0,0,2
Sanders Ryan,USA,,,,2,1,9,1
Sanders Zachary,USA,0,1,0,0,1,0,0
Sanders Jr. Yusuke,USA,0,1,0,0,0,0,1
Sanderson Jeffrey,USA,1,1,0,1,1,0,0
Sanderson Jesse,USA,1,1,0,0,0,0,1
Sanderson da Costa Jean,BRA,0,2,0,0,0,0,2
Sandez Mike,BRA,0,5,0,0,3,0,1
Sandhagen Cory,USA,,,,6,0,3,1
Sandlin Jimmy,USA,0,1,0,0,0,0,1
Sandmann Daniel,USA,0,2,0,0,0,0,1
Sandmeier Lee,USA,8,0,0,1,0,7,0
Sandoval Andy,USA,0,1,0,0,1,0,0
Sandoval Dusty,USA,0,1,0,0,0,0,1
Sandoval Hector,USA,,,,4,2,2,2
Sandoval Hugo,USA,1,0,0,1,0,0,0
Sandoval Joseph,USA,7,7,0,3,4,1,3
Sandoval Martin,USA,0,6,0,0,1,0,3
Sandoval Mike,USA,0,2,0,0,1,0,1
Sandoval Raul,USA,0,2,0,0,0,0,2
Sandro Marlon,BRA,,,,7,2,6,0
Sandt Chris,USA,0,1,0,0,0,0,1
Sandulitskiy Vadim,USA,0,2,0,0,0,0,2
Sandull Glen,USA,1,0,0,0,0,0,0
Sandvig Jay,USA,0,1,0,0,0,0,1
Sandvig Joshua,USA,0,2,0,0,1,0,0
Sandy Kahn,AUS,0,1,0,0,0,0,1
Sanford Chris,AUS,0,1,0,0,1,0,0
Sanford Zach,USA,0,1,0,0,1,0,0
Sangcha'an Roldan,PHI,4,2,0,2,0,2,1
Sangpet Sunun,PHI,0,1,0,0,0,0,1
Sanguin Evan,PHI,0,2,0,0,0,0,1
Sanguinetti John,PHI,0,1,0,0,0,0,0
Sanidad Sue,PHI,,,,,,,
Sanita Gase,PHI,0,1,0,0,0,0,0
Sanko Laura,PHI,1,0,0,0,0,1,0
Sankov Alexander,RUS,0,1,0,0,0,0,1
Sannai Masato,JPN,0,1,0,0,0,0,0
Sano Martin,USA,4,3,1,1,2,3,0
Sano Yuhi,USA,0,4,0,0,1,0,3
Sanoudakis Ilias,CAN,0,3,0,0,1,0,0
Santa Barbara Bruno,CAN,0,1,0,0,1,0,0
Santa Cruz Juan,USA,0,1,0,0,1,0,0
Santa Maria Jonathan,USA,0,1,0,0,1,0,0
Santacana David,USA,0,1,0,0,1,0,0
Santacroce Chris,USA,0,1,0,0,0,0,1
Santalahti Olli,USA,0,3,0,0,0,0,0
Santana Bruno,USA,0,1,0,0,0,0,1
Santana Cleber,BRA,0,2,0,0,0,0,2
Santana Diogo,BRA,0,1,0,0,0,0,1
Santana Duda,BRA,3,1,0,1,0,0,1
Santana Einstein,BRA,0,1,0,0,0,0,1
Santana Giva,USA,2,2,0,0,1,2,0
Santana Henrique,USA,1,2,0,0,1,0,0
Santana Jaquelline,USA,0,1,0,0,1,0,0
Santana Jason,USA,0,1,0,0,0,0,0
Santana Jeovane,USA,0,1,0,0,0,0,1
Santana Joana,USA,0,1,0,0,0,0,1
Santana Julio Cesar,USA,0,1,0,0,0,0,1
Santana Julio Cezar,BRA,0,2,0,0,2,0,0
Santana Kleber,BRA,0,1,0,0,0,0,1
Santana Marcos,BRA,0,1,0,0,1,0,0
Santana Marcos Antonio,BRA,2,1,0,0,0,0,1
Santana Murilo,BRA,1,0,0,0,0,1,0
Santana Omar Jesus,BRA,0,2,0,0,0,0,0
Santana Reginaldo,BRA,0,1,0,0,0,0,1
Santana Ronaldo,BRA,0,1,0,0,1,0,0
Santana Shaheen,USA,6,1,0,0,0,5,1
Santana Shely,USA,0,1,0,0,1,0,0
Santana Tarcio,USA,1,1,0,0,0,0,0
Santana Thais,USA,0,2,0,0,2,0,0
Santana Thiago,USA,0,1,0,0,0,0,0
Santana Victor,BRA,0,1,0,0,0,0,0
Santana Wande Lopes,BRA,0,1,0,0,1,0,0
Santana Dias Mateus,BRA,0,1,0,0,1,0,0
Santella Sean,USA,,,,0,1,,
Santens Jack,USA,0,1,0,0,0,0,1
Santi Marco,ITA,0,3,0,0,1,0,1
Santiago Adelson,BRA,0,1,0,0,1,0,0
Santiago Alejandro,USA,0,2,0,0,1,0,1
Santiago Ben,USA,0,1,0,0,0,0,1
Santiago David,USA,0,1,0,0,0,0,0
Santiago Edione,BRA,0,1,0,0,1,0,0
Santiago Elaine,BRA,0,4,0,0,2,0,2
Santiago Herman,USA,0,1,0,0,0,0,1
Santiago Jesse,USA,0,1,0,0,0,0,1
Santiago Jesus,USA,0,1,0,0,0,0,1
Santiago Jimmy,USA,0,1,0,0,1,0,0
Santiago Joe,USA,0,1,0,0,0,0,1
Santiago Jorge,BRA,,,,,,,
Santiago Junior,BRA,0,1,0,0,1,0,0
Santiago Luan,BRA,0,1,0,0,0,0,1
Santiago Mike,USA,,,,7,2,9,8
Santiago Richie,USA,8,2,0,2,0,6,1
Santiago Jr. Jose Marcos Lima,USA,0,2,0,0,1,0,0
Santiago Jr. Wilfredo,USA,9,5,0,8,4,1,0
Santiago Jr. Will,USA,0,2,0,0,1,0,0
Santibanez Angel,USA,0,1,0,0,1,0,0
Santibanez Jose,USA,0,2,0,0,1,0,1
Santistevan Justin,USA,0,6,0,0,3,0,3
Santon Martinez Daniel Abdul,MEX,0,1,0,0,0,0,1
Santore Art,MEX,1,4,0,0,2,0,0
Santore Frank,USA,2,1,0,0,0,1,0
Santos Adam,USA,0,1,0,0,1,0,0
Santos Adriano,USA,0,1,0,0,1,0,0
Santos Aldo,USA,0,1,0,0,0,0,1
Santos Alexandro,BRA,0,1,0,0,0,0,0
Santos Anderson,BRA,0,1,0,0,0,0,1
Santos Andre,BRA,,,,5,5,,
Santos Ary,BRA,0,4,0,0,2,0,2
Santos Arymarcel,BRA,2,9,0,0,6,1,1
Santos Arymarcel,BRA,0,4,0,0,3,0,0
Santos Augusto Menezes,BRA,0,2,0,0,1,0,1
Santos Bruno,BRA,,,,1,0,1,0
Santos Carlos,BRA,1,0,0,0,0,1,0
Santos Carlos Eduardo,BRA,0,3,0,0,1,0,2
Santos Celio,BRA,0,1,0,0,1,0,0
Santos Cleiton,BRA,0,1,0,0,1,0,0
Santos Daniel,BRA,,,,5,0,2,0
Santos Danilo,BRA,0,1,0,0,1,0,0
Santos Deivid,BRA,0,3,0,0,2,0,1
Santos Deyvison,BRA,0,2,0,0,0,0,2
Santos Diego,BRA,0,2,0,0,1,0,1
Santos Douglas,BRA,0,1,0,0,1,0,0
Santos Edivan,BRA,,,,8,1,4,1
Santos Emerson,BRA,0,1,0,0,0,0,1
Santos Evangelista,BRA,,,,,,6,2
Santos Fabio,BRA,0,1,0,0,0,0,1
Santos Felipe,BRA,0,1,0,0,1,0,0
Santos Filipe,BRA,0,1,0,0,0,0,0
Santos Gabriel,BRA,0,2,0,0,1,0,0
Santos Genival,BRA,0,1,0,0,0,0,0
Santos Gilvan,USA,0,3,0,0,0,0,2
Santos Gleristone,USA,,,,,,6,2
Santos Guilherme,BRA,8,4,0,3,3,4,0
Santos Guilherme,BRA,0,1,0,0,0,0,1
Santos Iliarde,BRA,,,,,,6,0
Santos Ivanildo,BRA,0,1,0,0,0,0,1
Santos Ivanildo Nunes,BRA,0,2,0,0,0,0,2
Santos Jai,USA,0,1,0,0,0,0,1
Santos Jailson Silva,USA,0,1,0,0,1,0,0
Santos Joao,USA,0,1,0,0,0,0,0
Santos John,USA,1,2,0,1,1,0,0
Santos Johnny,BRA,0,1,0,0,1,0,0
Santos Jorges,BRA,0,1,0,0,0,0,1
Santos Kellis,BRA,0,1,0,0,0,0,1
Santos Keven,BRA,0,1,0,0,0,0,1
Santos Leandro,BRA,0,1,0,0,0,0,1
Santos Leonardo,BRA,,,,3,2,9,1
Santos Luciano,BRA,0,1,0,0,0,0,1
Santos Luis,BRA,,,,,,,
Santos Macio,BRA,0,0,0,0,0,0,0
Santos Maicon Juliano,BRA,0,2,0,0,1,0,1
Santos Mairon,BRA,,,,7,0,0,0
Santos Marcelo,BRA,1,1,0,0,0,0,0
Santos Marco,BRA,0,1,0,0,0,0,0
Santos Marcus,BRA,0,1,0,0,1,0,0
Santos Marilia,BRA,,,,2,3,3,0
Santos Mauricio,BRA,0,1,0,0,1,0,0
Santos Maykon,BRA,0,1,0,0,0,0,0
Santos Michael,BRA,0,2,0,0,0,0,1
Santos Miguel,BRA,0,1,0,0,1,0,0
Santos Moises,BRA,0,1,0,0,0,0,0
Santos Natalie,BRA,0,1,0,0,0,0,0
Santos Omni,BRA,1,0,0,0,0,0,0
Santos Paulo,BRA,0,2,0,0,1,0,1
Santos Pedro,BRA,0,2,0,0,1,0,1
Santos Rafael,BRA,0,1,0,0,0,0,1
Santos Renan,BRA,0,1,0,0,1,0,0
Santos Rodrigo,BRA,0,1,0,0,0,0,1
Santos Rogerio,BRA,0,1,0,0,1,0,0
Santos Ronilson,BRA,0,2,0,0,2,0,0
Santos Samara,BRA,0,2,0,0,2,0,0
Santos Sidney,BRA,0,1,0,0,0,0,0
Santos Silvio,BRA,0,1,0,0,1,0,0
Santos Taila,BRA,,,,,,3,0
Santos Thiago,BRA,,,,2,4,5,1
Santos Thiago,BRA,,,,,,1,3
Santos Thiago,BRA,1,1,0,0,0,0,1
Santos Tom,BRA,1,4,0,0,2,0,1
Santos Valdineia,BRA,0,1,0,0,1,0,0
Santos Vanessa,BRA,0,1,0,0,0,0,0
Santos Vanessa,BRA,0,1,0,0,1,0,0
Santos Wendell,BRA,0,1,0,0,1,0,0
Santos Willans,BRA,0,2,0,0,1,0,0
Santos Willians,BRA,1,1,0,0,0,0,0
Santos Yuri,BRA,0,1,0,0,1,0,0
Santos Bezerra Deivison,BRA,0,1,0,0,0,0,0
Santos Campahy Nathielly,BRA,1,1,0,0,0,0,0
Santos Cunha Samara,BRA,0,4,0,0,0,0,1
Santos da Silva Carlos Augusto,BRA,0,1,0,0,0,0,0
Santos da Silva Leandro,BRA,0,1,0,0,0,0,0
Santos de Farias Maria Luciana,BRA,0,1,0,0,0,0,1
Santos de Miranda Antonio,BRA,0,2,0,0,0,0,2
Santos de Oliveira Luiz Bruno,BRA,1,0,0,0,0,0,0
Santos de Oliveira Tarciara,BRA,0,1,0,0,0,0,0
Santos do Nascimento Nubia,BRA,0,4,0,0,0,0,1
Santos Faria Luciano Cesar,BRA,0,2,0,0,1,0,1
Santos Gomes Jose Aparecido,BRA,0,4,0,0,1,0,3
Santos Gomes Marcelo,BRA,1,0,0,0,0,0,0
Santos Jr. Giovanni da Silva,BRA,,,,5,0,4,1
Santos Jr. Mauricio,BRA,0,1,0,0,0,0,0
Santos Nascimento Dayse,BRA,0,1,0,0,0,0,1
Santos Nogueira Jobson,BRA,0,1,0,0,0,0,1
Santos Rodrigues Alexandro,BRA,0,1,0,0,1,0,0
Santos Verona Ganoza Alonso,PER,2,3,0,1,0,1,3
Santry John,ENG,0,1,0,0,0,0,1
Sanza Tony,ENG,0,1,0,0,0,0,1
Sanzo Nick,ENG,1,1,0,1,0,0,1
Saotome Ken,ENG,0,0,1,0,0,0,0
Saoudi Rudy,ENG,0,2,0,0,1,0,1
